SCHOOL NAME,CODE,ENTRY,ENGLISH,KISWAHILI,K. S. L.,MATHS,SCIENCE,SSTR,MEAN,RANK,NATIONAL,DISTRICT_NAME,School code,county code,county name
BELLEVUE SCHOOL,401256,52.0,73.09,65.28,0.0,66.38,67.11,71.3,343.16,65,598,Nairobi,20404031,20,NAIROBI
BELLHOUSE,536214,16.0,60.68,50.75,0.0,37.0,35.0,59.12,242.55,335,11353,NAKURU NORTH,27536214,27,NAKURU
BEN ELITE ISANGA,602192,18.0,64.22,63.11,0.0,62.77,62.33,61.55,313.98,40,1691,BUNGOMA SOUTH,,,
BEN KAPTEN,613162,28.0,37.89,45.1,0.0,45.35,39.75,40.21,208.3,612,18487,BUNGOMA EAST,36613162,36,BUNGOMA
BENAM EDUCATION CENTRE,504052,28.0,44.96,42.42,0.0,43.07,42.42,45.25,218.12,337,16790,KITALE MUNICIPALITY,23504052,23,TRANSNZOIA
BENANE PRI,805301,24.0,57.41,48.29,0.0,39.08,50.62,58.79,254.19,42,8666,LAGDERA,45805301,45,GARISSA
BENCA,231236,12.0,51.75,48.41,0.0,43.66,47.66,44.91,236.39,427,12862,LARI,11231236,11,KIAMBU
BENDERA S.D.A,727101,37.0,45.94,42.7,0.0,53.67,48.29,47.29,237.89,358,12495,KENYENYA,40727101,40,KISII
BENDERE D.O.K,732233,16.0,39.12,35.43,0.0,42.5,38.06,39.5,194.61,733,20105,NYAMACHE,40732233,40,KISII
BENDITAI,571406,45.0,37.82,37.26,0.0,45.73,45.28,39.13,205.22,427,18944,,28571406,28,KERICHO
BENEDITO HIGHWAY COMPLEX,204219,83.0,76.54,75.51,0.0,71.97,67.67,70.24,361.93,2,212,MURANG'A EAST,10204219,10,MURANG'A
BENESER ACADEMY,227125,20.0,55.15,54.2,0.0,53.9,54.0,49.25,266.5,117,6201,KIGUMO,10227125,10,MURANG'A
BENEZER JUNIOR ACADEMY,557242,14.0,66.64,63.35,0.0,63.5,59.64,59.42,312.55,52,1762,KAJIADO NORTH,31557242,31,KAJIADO
BENJAMIN NGAIRA ACADEMY,611264,25.0,63.36,59.64,0.0,57.36,60.56,58.84,299.76,66,2477,BUNGOMA NORTH,36611264,36,BUNGOMA
BENON,528231,40.0,56.52,54.92,0.0,64.3,58.57,56.7,291.01,61,3158,TRANS NZOIA EAST,23528231,23,TRANSNZOIA
BENONGOI,562316,11.0,47.81,45.18,0.0,50.18,51.63,46.81,241.61,361,11583,MOGOTIO,33562316,33,BARINGO
BENONIN,521117,24.0,57.25,59.0,0.0,58.37,56.95,60.5,292.07,50,3067,KOIBATEK,33521117,33,BARINGO
BENROSE ACADEMY,231246,17.0,51.58,57.64,0.0,56.11,55.58,54.17,275.08,264,4868,LARI,11231246,11,KIAMBU
BENSESA SCHOOL,401547,26.0,49.65,53.53,0.0,43.57,46.73,44.5,237.98,499,12471,Nairobi,20405063,20,NAIROBI
BENSON NJAU,205209,81.0,39.44,44.14,0.0,34.51,35.76,33.8,187.65,760,20657,KIAMBU,11205209,11,KIAMBU
BENUM EDUCATION CENTRE,401557,20.0,44.45,50.3,0.0,41.25,42.6,42.35,220.95,597,16258,Nairobi,20405065,20,NAIROBI
BENVER ACADEMY,211462,25.0,55.0,46.32,0.0,52.08,50.8,47.96,252.16,346,9126,LIMURU,11211462,11,KIAMBU
BENYA,722168,27.0,64.22,68.85,0.0,65.51,66.74,63.25,328.57,11,1097,MANGA,43722168,43,NYAMIRA
BENYOKA,122111,121.0,35.93,51.89,0.0,39.08,38.37,38.15,203.42,329,19176,,4122111,4,KILIFI
BERAN SABA ACADEMY,208246,21.0,56.9,53.42,0.0,52.61,50.8,50.52,264.25,124,6598,MURANG'A SOUTH,10208246,10,MURANG'A
BERUR,534153,18.0,58.5,57.88,0.0,58.77,57.83,55.83,288.81,143,3339,ELDORET EAST,26534153,26,UASIN GISHU
BERUR ACADEMY,513147,18.0,64.72,62.94,0.0,63.61,64.33,65.27,320.87,60,1375,NANDI CENTRAL,29513147,29,NANDI
BEST CARE ACADEMY,608071,10.0,59.9,53.5,0.0,46.9,51.2,60.9,272.4,224,5248,BUTERE,37608071,37,KAKAMEGA
BESURE CHILDHOOD,401615,32.0,63.21,66.31,0.0,56.59,61.87,69.93,317.91,140,1491,Nairobi,20405073,20,NAIROBI
BETH SAIDA ACADEMY,503141,20.0,69.45,76.5,0.0,65.7,69.45,78.4,359.5,2,241,TRANS NZOIA WEST,23503141,23,TRANSNZOIA
BETHANY BRIGHT STAR ACADE,521140,22.0,59.45,62.18,0.0,60.31,59.27,62.31,303.52,24,2249,KOIBATEK,,,
BETHANY EDUC CENTRE,401700,37.0,46.54,45.67,0.0,43.72,40.43,41.32,217.68,611,16865,Nairobi,,,
BETHANY JUNIOR,557333,18.0,62.72,60.72,0.0,61.05,63.44,62.61,310.54,57,1857,KAJIADO NORTH,31557333,31,KAJIADO
BETHANY PRIMARY SCHOOL,401423,30.0,49.76,49.9,0.0,47.73,39.16,42.03,228.58,558,14714,Nairobi,20405047,20,NAIROBI
BETHEI,571213,25.0,58.2,60.92,0.0,65.88,64.44,63.72,313.16,56,1731,,,,
BETHEL,327152,9.0,49.77,60.66,0.0,57.88,53.88,55.88,278.07,165,4466,TIGANIA WEST,15327152,15,MERU
BETHEL,327152,9.0,49.77,60.66,0.0,57.88,53.88,55.88,278.07,165,4466,TIGANIA WEST,28571213,28,KERICHO
BETHEL ACADEMY,512183,16.0,63.5,51.56,0.0,61.25,58.87,54.5,289.68,82,3265,KERICHO,28512183,28,KERICHO
BETHEL ACADEMY,512183,16.0,63.5,51.56,0.0,61.25,58.87,54.5,289.68,82,3265,KERICHO,31557324,31,KAJIADO
BETHEL ACADEMY,557324,12.0,52.5,42.33,0.0,47.0,54.33,51.16,247.32,224,10247,KAJIADO NORTH,28512183,28,KERICHO
BETHEL ACADEMY,557324,12.0,52.5,42.33,0.0,47.0,54.33,51.16,247.32,224,10247,KAJIADO NORTH,31557324,31,KAJIADO
BETHEL CHILDRENS CENTRE,235128,23.0,61.86,68.56,0.0,63.04,59.69,63.56,316.71,126,1555,RUIRU,11235128,11,KIAMBU
BETHEL G H,707166,11.0,56.45,51.36,0.0,46.18,50.72,53.0,257.71,185,7898,MIGORI,,,
BETHLEHEM,235150,130.0,81.7,78.66,0.0,75.65,69.3,72.33,377.64,6,54,RUIRU,11235150,11,KIAMBU
BETHLEHEM COMMUNITY,401487,29.0,57.86,56.27,0.0,53.06,60.75,57.68,285.62,268,3638,Nairobi,20408067,20,NAIROBI
BETHLEHEM JUDA ACADEMY-KA,222223,17.0,49.76,49.7,0.0,49.64,49.88,50.47,249.45,216,9736,KIRINYAGA EAST,,,
BETHLEHEM JUDA NYAGITHUCI,222119,16.0,54.37,58.5,0.0,54.81,55.43,58.18,281.29,106,4068,KIRINYAGA EAST,9222119,9,KIRINYAGA
BETHSAIDA,106427,14.0,52.07,65.07,0.0,43.07,56.28,62.21,278.7,132,4379,MOMBASA,3106427,3,MOMBASA
BETLA JUNIOR ACADEMY,521142,17.0,58.29,53.64,0.0,57.58,56.52,55.76,281.79,74,4010,KOIBATEK,33521142,33,BARINGO
BETTER FUTURE ACADEMY,802117,13.0,66.61,64.3,0.0,52.38,66.84,74.0,324.13,4,1242,WAJIR EAST,46802117,46,WAJIR
BETTY ACADEMY,341125,23.0,56.69,49.34,0.0,59.69,60.91,52.39,279.02,74,4339,MBEERE SOUTH,14341125,14,EMBU
BEZALEL,624036,33.0,73.27,62.93,0.0,64.03,65.72,64.3,330.25,32,1034,MATETE,37624036,37,KAKAMEGA
BHADALA,106160,36.0,68.52,59.69,0.0,57.52,60.22,68.44,314.39,73,1672,MOMBASA,3106160,3,MOMBASA
BHAKITA ACADEMY,304237,14.0,53.85,51.5,0.0,50.35,56.0,55.85,267.55,206,6020,IMENTI NORTH,15304237,15,MERU
BHAR EL NAAM REFUGEE CAMP,549304,17.0,45.88,41.64,0.0,47.52,52.05,68.35,255.44,54,8394,TURKANA WEST,21549304,21,TURKANA
BHAYANI,702041,55.0,67.65,60.6,0.0,61.09,59.12,58.4,306.86,66,2061,KISUMU MUNICIPALITY,39702041,39,KISUMU
BHOKERO ACAD,708159,13.0,38.3,44.53,0.0,39.92,37.84,35.61,196.2,568,19949,KURIA WEST,,,
BIAMITI,708227,5.0,29.0,49.2,0.0,51.8,45.0,45.6,220.6,438,16313,KURIA WEST,44708227,44,MIGORI
BIASIMUI,718221,20.0,29.75,40.95,0.0,35.65,33.35,37.1,176.8,610,21215,KURIA EAST,44718221,44,MIGORI
BIBERIONI,211425,75.0,49.17,46.17,0.0,40.6,48.21,45.09,229.24,478,14558,LIMURU,11211425,11,KIAMBU
BIBLE BAPTIST SCHOOL,401427,66.0,52.31,44.33,0.0,40.92,40.75,43.25,221.56,595,16122,Nairobi,20405048,20,NAIROBI
BIBLE BAPTISY,235123,10.0,62.0,62.7,0.0,56.1,56.0,55.0,291.8,215,3092,RUIRU,,,
BIDII,214151,28.0,45.39,47.5,0.0,53.17,46.42,49.46,241.94,197,11501,NYANDARUA WEST,7214151,7,NYANDARUA
BIDII,214151,28.0,45.39,47.5,0.0,53.17,46.42,49.46,241.94,197,11501,NYANDARUA WEST,23504037,23,TRANSNZOIA
BIDII,401141,162.0,70.53,65.1,0.0,61.1,60.83,59.38,316.94,142,1541,Nairobi,7214151,7,NYANDARUA
BIDII,401141,162.0,70.53,65.1,0.0,61.1,60.83,59.38,316.94,142,1541,Nairobi,23504037,23,TRANSNZOIA
BIDII,504037,43.0,56.9,58.18,0.0,50.06,54.95,52.2,272.29,104,5268,KITALE MUNICIPALITY,7214151,7,NYANDARUA
BIDII,504037,43.0,56.9,58.18,0.0,50.06,54.95,52.2,272.29,104,5268,KITALE MUNICIPALITY,23504037,23,TRANSNZOIA
BIDII KATHARA ACADEMY,319251,15.0,58.2,59.4,0.0,52.73,55.26,51.86,277.45,167,4556,IMENTI SOUTH,15319251,15,MERU
BIDII NYANGE ACADEMY,611273,51.0,67.37,72.7,0.0,60.62,67.39,70.56,338.64,27,752,BUNGOMA NORTH,36611273,36,BUNGOMA
BIDII SELF HELP,401587,74.0,43.87,44.54,0.0,38.6,40.25,45.18,212.44,638,17824,Nairobi,20406055,20,NAIROBI
BIDINIMOLE,110507,30.0,35.5,51.7,0.0,40.0,39.96,41.26,208.42,200,18472,MSAMBWENI,2110507,2,KWALE
BIEGO,728166,34.0,40.44,40.08,0.0,37.85,34.41,39.5,192.28,426,20336,NYAMIRA NORTH,43728166,43,NYAMIRA
BIG TREE,503201,59.0,47.79,55.79,0.0,48.01,45.76,46.13,243.48,213,11139,TRANS NZOIA WEST,23503201,23,TRANSNZOIA
BIGNET EDUCATION CENTRE,401528,16.0,52.31,47.75,0.0,46.43,44.18,46.31,236.98,505,12709,Nairobi,20405058,20,NAIROBI
BIGOGO,722166,18.0,47.55,46.11,0.0,46.05,48.11,49.27,237.09,223,12680,MANGA,43722166,43,NYAMIRA
BIGOGO D.O.K.,722107,23.0,46.43,41.56,0.0,41.0,40.34,44.52,213.85,341,17569,MANGA,43722107,43,NYAMIRA
BIK-KWEN,521205,20.0,45.45,44.9,0.0,56.55,50.6,51.65,249.15,313,9807,KOIBATEK,33521205,33,BARINGO
BIKARABWA,708131,17.0,35.58,59.11,0.0,42.35,43.29,40.7,221.03,436,16236,KURIA WEST,44708131,44,MIGORI
BIKEKE,503108,121.0,40.29,50.13,0.0,40.23,38.9,39.14,208.69,370,18420,TRANS NZOIA WEST,23503108,23,TRANSNZOIA
BIKETI,529107,38.0,41.71,49.55,0.0,47.42,46.13,46.44,231.25,286,14087,KWANZA,23529107,23,TRANSNZOIA
BILAL JUNIOR ACADEMY,311122,17.0,70.05,74.47,0.0,70.82,72.29,71.64,359.27,4,244,MOYALE,16311122,16,MARSABIT
BILASHAKA,105214,35.0,41.4,53.54,0.0,40.0,43.45,45.6,223.99,151,15640,KWALE,2105214,2,KWALE
BILBIL,117115,16.0,24.93,33.75,0.0,37.31,40.31,56.31,192.61,71,20299,BURA TANA,5117115,5,TANA RIVER
BILELGA,508150,24.0,37.95,32.66,0.0,45.87,41.5,39.12,197.1,517,19861,BOMET,25508150,25,BOMET
BILIBILI FYM,611201,65.0,39.3,49.44,0.0,45.36,43.06,42.1,219.26,530,16579,BUNGOMA NORTH,36611201,36,BUNGOMA
BILIQI NEW SCHOOL,356109,12.0,47.16,40.5,0.0,47.5,55.25,55.75,246.16,29,10515,,17356109,17,ISIOLO
BILISO R.C,628130,78.0,38.32,41.3,0.0,43.53,46.52,42.96,212.63,582,17791,BUMULA,36628130,36,BUNGOMA
BINDURA,535206,36.0,40.11,40.86,0.0,46.66,43.72,41.05,212.4,509,17829,WARENG,26535206,26,UASIN GISHU
BINGUTWI,708138,21.0,41.42,47.71,0.0,48.61,52.8,46.04,236.58,335,12811,KURIA WEST,44708138,44,MIGORI
BINGWA,514212,70.0,42.6,41.05,0.0,42.04,40.94,38.54,205.17,242,18956,LAIKIPIA EAST,25551226,25,BOMET
BINGWA,514212,70.0,42.6,41.05,0.0,42.04,40.94,38.54,205.17,242,18956,LAIKIPIA EAST,30514212,30,LAIKIPIA
BINGWA,551226,69.0,46.34,32.18,0.0,58.4,51.14,51.07,239.13,317,12176,CHEPALUNGU,25551226,25,BOMET
BINGWA,551226,69.0,46.34,32.18,0.0,58.4,51.14,51.07,239.13,317,12176,CHEPALUNGU,30514212,30,LAIKIPIA
BINYENYA,626111,38.0,38.65,43.47,0.0,50.44,41.55,37.94,212.05,586,17895,BUNGOMA WEST,36626111,36,BUNGOMA
BINYENYA R.C.,611224,43.0,39.93,45.79,0.0,42.25,42.48,39.81,210.26,595,18170,BUNGOMA NORTH,36611224,36,BUNGOMA
BINYINY,512172,23.0,45.65,38.34,0.0,49.13,49.56,47.78,230.46,302,14288,KERICHO,28512172,28,KERICHO
BIOMBE S.D.A.,703427,40.0,46.57,49.62,0.0,53.37,49.85,49.97,249.38,269,9756,KISII CENTRAL,40703427,40,KISII
BIREI SDA,513249,20.0,52.95,55.8,0.0,57.95,61.4,64.35,292.45,129,3035,NANDI CENTRAL,29513249,29,NANDI
BIRETWONIN,547210,23.0,52.86,43.0,0.0,56.95,57.82,57.86,268.49,158,5875,BARINGO NORTH,33547210,33,BARINGO
BIRIBIRIET,528101,47.0,40.55,45.12,0.0,49.53,47.31,47.46,229.97,293,14397,TRANS NZOIA EAST,23528101,23,TRANSNZOIA
BIRIBIRIET,528101,47.0,40.55,45.12,0.0,49.53,47.31,47.46,229.97,293,14397,TRANS NZOIA EAST,29540321,29,NANDI
BIRIBIRIET,540321,26.0,46.23,44.8,0.0,55.38,51.15,50.19,247.75,416,10136,NANDI NORTH,23528101,23,TRANSNZOIA
BIRIBIRIET,540321,26.0,46.23,44.8,0.0,55.38,51.15,50.19,247.75,416,10136,NANDI NORTH,29540321,29,NANDI
BIRINGWENY,547120,8.0,44.75,36.12,0.0,43.12,45.37,40.0,209.36,483,18310,BARINGO NORTH,,,
BIRINIMWAMLEKA,111118,71.0,38.18,45.01,0.0,42.07,42.32,37.6,205.18,323,18952,KALOLENI,4111118,4,KILIFI
BIRISHA,220408,24.0,59.62,51.16,0.0,52.16,56.41,55.58,274.93,126,4889,KIENI WEST,8220408,8,NYERI
BIRITHIA,237001,48.0,50.93,47.6,0.0,43.16,40.75,42.27,224.71,338,15495,NYERI SOUTH,8237001,8,NYERI
BIRONGO,740114,15.0,34.33,42.86,0.0,51.0,45.73,60.6,234.52,379,13285,,40740114,40,KISII
BIRONGO MIXED ACADEMY,703435,20.0,59.65,71.3,0.0,55.45,51.75,60.45,298.6,67,2568,KISII CENTRAL,40703435,40,KISII
BIRONGO S.D.A,703403,46.0,52.71,52.04,0.0,57.08,51.82,56.5,270.15,144,5609,KISII CENTRAL,40703403,40,KISII
BIRUNDA,503215,92.0,45.93,55.98,0.0,47.29,47.98,46.51,243.69,211,11099,TRANS NZOIA WEST,23503215,23,TRANSNZOIA
BIRUNDA P.A.G.,611225,91.0,43.54,40.7,0.0,40.01,37.3,37.32,198.87,644,19698,BUNGOMA NORTH,36611225,36,BUNGOMA
BISAN BILIQO,356203,17.0,38.64,33.11,0.0,34.17,35.41,42.41,183.74,61,20907,,17356203,17,ISIOLO
BISHOP ALEXANDER MUGE,513247,25.0,53.8,39.72,0.0,62.56,56.84,54.32,267.24,266,6081,NANDI CENTRAL,29513247,29,NANDI
BISHOP BIRCHE ACADEMY,513234,16.0,53.68,59.0,0.0,57.31,58.62,63.31,291.92,133,3081,NANDI CENTRAL,,,
BISHOP CAVALLERA,320403,17.0,51.94,48.94,0.0,54.05,55.23,53.17,263.33,24,6750,CHALBI,16320403,16,MARSABIT
BISHOP CHEPTIL PRIMARY,540149,44.0,65.95,69.77,0.0,64.09,68.52,69.84,338.17,38,765,NANDI NORTH,,,
BISHOP COLLINS ACADEMY,546259,31.0,74.41,67.77,0.0,67.77,67.12,70.19,347.26,5,497,NAROK SOUTH,32546259,32,NAROK
BISHOP DUNNE ACADEMY,331212,21.0,68.47,61.47,0.0,58.19,60.42,57.19,305.74,34,2116,KITUI WEST,13331212,13,KITUI
BISHOP JOHN MAHIAINI JUNI,208114,50.0,64.46,63.12,0.0,68.1,61.96,65.66,323.3,26,1272,MURANG'A SOUTH,,,
BISHOP KAIRO CENTRE,204229,38.0,72.07,64.26,0.0,67.44,64.94,66.5,335.21,15,859,MURANG'A EAST,10204229,10,MURANG'A
BISHOP KALU,109115,44.0,40.79,46.93,0.0,49.11,48.47,48.84,234.14,109,13364,KINANGO,2109115,2,KWALE
BISHOP KIOKO BOARDING,343101,20.0,62.05,72.55,0.0,62.65,64.75,64.4,326.4,25,1165,MASINGA,12343101,12,MACHAKOS
BISHOP KITONGA ACADEMY,401511,23.0,61.69,53.6,0.0,56.26,50.6,49.82,271.97,328,5324,Nairobi,20403045,20,NAIROBI
BISHOP KORIR ACADEMY,529168,12.0,47.58,50.83,0.0,50.33,50.91,49.66,249.31,179,9778,KWANZA,23529168,23,TRANSNZOIA
BISHOP LAWI ACADEMY,704274,15.0,46.73,44.06,0.0,52.2,47.0,67.86,257.85,263,7870,HOMA BAY,41704274,41,HOMA BAY
BISHOP LAWI IMATHIU,304223,41.0,60.73,59.09,0.0,52.12,53.34,62.6,287.88,128,3417,IMENTI NORTH,15304223,15,MERU
BISHOP LAWRENCE BENSON,304231,45.0,64.26,59.55,0.0,57.51,60.53,59.13,300.98,86,2409,IMENTI NORTH,,,
BISHOP MAHIAINI,204214,87.0,67.71,63.93,0.0,61.18,62.31,62.93,318.06,31,1485,MURANG'A EAST,10204214,10,MURANG'A
BISHOP MAHON,501105,31.0,59.93,58.74,0.0,56.87,52.77,55.29,283.6,13,3825,TURKANA CENTRAL,21501105,21,TURKANA
BISHOP MKALA ACADEMY,106454,29.0,71.48,76.82,0.0,60.37,60.0,67.13,335.8,33,843,MOMBASA,3106454,3,MOMBASA
BISHOP MOGENDI KUGITURA,708103,21.0,40.19,51.66,0.0,45.85,55.47,47.66,240.83,301,11792,KURIA WEST,44708103,44,MIGORI
BISHOP MUGE,529153,55.0,47.76,57.05,0.0,50.89,50.83,50.92,257.45,143,7975,KWANZA,23529153,23,TRANSNZOIA
BISHOP MUGE ACADEMY KAMOG,540240,26.0,72.26,74.8,0.0,74.65,68.3,68.5,358.51,14,260,NANDI NORTH,,,
BISHOP MUGE MEMORIAL,540267,21.0,68.19,68.8,0.0,70.9,72.85,67.09,347.83,23,486,NANDI NORTH,29540267,29,NANDI
BISHOP NDAMBUKI EDUCATION,314301,9.0,60.22,47.22,0.0,60.66,52.88,51.66,272.64,165,5219,MWALA,,,
BISHOP NDINGI,565102,47.0,69.04,69.89,0.0,69.14,64.46,66.7,339.23,44,732,KURESOI,27565102,27,NAKURU
BISHOP NDINGI RORET,522423,38.0,69.13,66.84,0.0,70.18,64.86,65.0,336.01,31,834,BURETI,28522423,28,KERICHO
BISHOP NJUGUNA,206024,27.0,69.25,66.25,0.0,61.59,58.18,63.07,318.34,120,1472,THIKA MUNICIPALITY,11206024,11,KIAMBU
BISHOP NTHAMBURI,318121,41.0,68.6,72.63,0.0,69.56,66.63,66.68,344.1,22,574,MERU CENTRAL,15318121,15,MERU
BISHOP OKOTH,734008,16.0,40.87,38.87,0.0,46.06,44.62,42.18,212.6,566,17799,MUHORONI,39734008,39,KISUMU
BISHOP PERLO CENTRE,204409,106.0,74.08,72.55,0.0,66.74,63.01,67.14,343.52,9,585,MURANG'A EAST,10204409,10,MURANG'A
BISHOP ROBERT MDZOMBA,401714,21.0,70.38,61.95,0.0,65.57,64.52,63.8,326.22,112,1175,Nairobi,20409072,20,NAIROBI
BISHOP WAKHUNGU ACADEMY,529170,23.0,54.82,51.6,0.0,50.78,52.6,57.26,267.06,117,6119,KWANZA,23529170,23,TRANSNZOIA
BISUCHE A.C.K,628182,46.0,35.08,39.52,0.0,41.93,42.97,40.76,200.26,637,19533,BUMULA,36628182,36,BUNGOMA
BISUNU,614301,59.0,45.79,49.25,0.0,45.54,44.94,49.32,234.84,578,13215,KAKAMEGA NORTH,37614301,37,KAKAMEGA
BISUNU FYM,626101,29.0,50.41,55.17,0.0,49.72,46.37,60.06,261.73,178,7058,BUNGOMA WEST,36626101,36,BUNGOMA
BITARE,716124,20.0,40.05,41.65,0.0,50.4,49.3,40.3,221.7,492,16099,KISII SOUTH,40716124,40,KISII
BITICHA,715125,15.0,40.93,41.26,0.0,41.4,35.26,53.53,212.38,346,17837,MASABA NORTH,43715125,43,NYAMIRA
BITOBO R.C,628137,45.0,43.51,51.35,0.0,56.91,60.06,56.48,268.31,144,5902,BUMULA,36628137,36,BUNGOMA
BITUNDUGUSU S.D.A,722173,23.0,44.52,40.04,0.0,45.04,43.43,51.52,224.55,286,15531,MANGA,43722173,43,NYAMIRA
BITUYU FYM,621117,95.0,41.43,46.02,0.0,45.48,39.61,37.35,209.89,599,18225,KIMILILI,36621117,36,BUNGOMA
BIWOTT,559218,38.0,52.44,40.1,0.0,60.18,65.86,53.26,271.84,100,5352,KEIYO SOUTH,34559218,34,ELGEYO MARAKWET
BIYAMATHOW,820202,25.0,41.84,39.28,0.0,56.52,45.24,50.24,233.12,55,13609,,46820202,46,WAJIR
BL TEZZA COMPLEX,729332,40.0,64.45,52.0,0.0,56.72,57.55,57.75,288.47,65,3369,NYATIKE,44729332,44,MIGORI
BLESSED GENERATION,107176,13.0,63.07,57.84,0.0,52.07,55.07,59.3,287.35,64,3468,MALINDI,4107176,4,KILIFI
BLESSED HOPE,216224,22.0,63.45,65.72,0.0,59.9,53.63,56.54,299.24,63,2516,KINANGOP,,,
BLESSED LAND,225147,27.0,72.44,83.96,0.0,71.11,70.14,75.55,373.2,3,86,MIRANGINE,7225147,7,NYANDARUA
BLESSED PREP ACADEMY,205138,22.0,66.9,71.13,0.0,58.5,61.86,63.31,321.7,112,1336,KIAMBU,11205138,11,KIAMBU
BLESSED SHOWERS SCHOOL,507209,17.0,51.11,42.58,0.0,48.76,51.52,47.47,241.44,381,11624,ELDORET MUNICIPALITY,26507209,26,UASIN GISHU
BLESSED SMALL ANGELS ACAD,401748,24.0,63.79,60.29,0.0,61.95,55.95,64.45,306.43,176,2083,Nairobi,,,
BLESSINGS NURSERY,401341,12.0,65.66,60.66,0.0,58.75,53.66,59.5,298.23,220,2594,Nairobi,20408038,20,NAIROBI
BLUE COTTAGE ACADEMY,235122,7.0,52.28,47.42,0.0,54.57,53.85,53.57,261.69,312,7066,RUIRU,11235122,11,KIAMBU
BLUE GATE ACADEMY,224219,22.0,65.31,56.68,0.0,53.04,60.72,56.0,291.75,82,3096,KIRINYAGA SOUTH,9224219,9,KIRINYAGA
BLUE HILLS,539244,30.0,48.06,42.96,0.0,51.83,50.7,51.43,244.98,199,10802,KIPKELION,28539244,28,KERICHO
BLUE VIEW,401580,16.0,63.87,58.18,0.0,63.68,57.12,54.87,297.72,225,2621,Nairobi,,,
BLUE WATERS ACADEMY,214160,16.0,66.81,61.12,0.0,71.93,65.37,64.06,329.29,27,1070,NYANDARUA WEST,7214160,7,NYANDARUA
BLUEFIELD ACADEMY,106321,25.0,51.56,49.96,0.0,51.12,49.52,52.8,254.96,185,8507,MOMBASA,3106321,3,MOMBASA
BLUESKY ACADEMY,401330,21.0,54.42,48.33,0.0,47.42,43.95,41.47,235.59,515,13053,Nairobi,20408035,20,NAIROBI
BO-YUSUF,622201,31.0,50.8,52.74,0.0,41.61,49.58,50.61,245.34,230,10708,SABATIA,38622201,38,VIHIGA
BOBARACHO D.O.K,703125,28.0,46.53,51.21,0.0,44.35,49.1,48.35,239.54,341,12072,KISII CENTRAL,40703125,40,KISII
BOBEMBE ELCK,706105,23.0,63.78,59.39,0.0,55.52,58.17,57.17,294.03,41,2889,NYAMIRA,43706105,43,NYAMIRA
BOCHARIA,715121,28.0,43.78,38.92,0.0,49.0,45.0,43.28,219.98,313,16440,MASABA NORTH,43715121,43,NYAMIRA
BOCHEGE,565207,27.0,44.7,57.74,0.0,50.4,53.29,49.0,255.13,259,8465,KURESOI,27565207,27,NAKURU
BODHAI,804204,17.0,41.7,51.0,0.0,44.35,46.05,65.58,248.68,47,9922,IJARA,,,
BODI,733207,23.0,58.47,49.56,0.0,60.47,58.78,53.65,280.93,119,4123,NYAKACH,39733207,39,KISUMU
BODO,110204,40.0,34.65,45.92,0.0,40.32,32.8,43.1,196.79,233,19895,MSAMBWENI,2110204,2,KWALE
BODOI,102221,39.0,36.28,46.97,0.0,40.07,42.43,42.89,208.64,309,18425,KILIFI,4102221,4,KILIFI
BOFU,109302,42.0,41.4,48.64,0.0,45.52,48.47,37.23,221.26,159,16186,KINANGO,2109302,2,KWALE
BOFU,109302,42.0,41.4,48.64,0.0,45.52,48.47,37.23,221.26,159,16186,KINANGO,4122124,4,KILIFI
BOFU,122124,116.0,31.65,41.08,0.0,37.88,29.32,31.43,171.36,420,21430,,2109302,2,KWALE
BOFU,122124,116.0,31.65,41.08,0.0,37.88,29.32,31.43,171.36,420,21430,,4122124,4,KILIFI
BOGAMACHUKO,116317,100.0,51.97,57.45,0.0,55.16,61.61,67.22,293.41,53,2947,GANZE,4116317,4,KILIFI
BOGAMBERO,708204,17.0,40.88,47.41,0.0,46.41,50.17,47.17,232.04,375,13892,KURIA WEST,44708204,44,MIGORI
BOGECHE,735214,22.0,43.18,45.86,0.0,44.95,42.5,43.36,219.85,516,16462,NORTH MASABA,40735214,40,KISII
BOGEKA P.A.G,703207,26.0,37.8,39.65,0.0,38.69,40.0,38.88,195.02,728,20070,KISII CENTRAL,40703207,40,KISII
BOGESAKA,732128,17.0,38.11,42.7,0.0,46.35,40.82,44.76,212.74,583,17766,NYAMACHE,40732128,40,KISII
BOGIAKUMU,716103,20.0,37.2,33.2,0.0,38.75,40.85,57.1,207.1,634,18676,KISII SOUTH,40716103,40,KISII
BOGICHONCHO PAG,719206,33.0,34.78,37.12,0.0,43.0,33.33,36.48,184.71,784,20843,SOUTH GUCHA,40719206,40,KISII
BOGITAA L.C.K,716117,19.0,46.78,50.42,0.0,46.05,38.73,44.21,226.19,460,15207,KISII SOUTH,40716117,40,KISII
BOGWENDO P.A.G,722125,21.0,42.61,45.04,0.0,54.33,47.85,50.23,240.06,206,11967,MANGA,43722125,43,NYAMIRA
BOGWO,512218,35.0,50.77,36.31,0.0,47.91,50.88,48.4,234.27,272,13333,KERICHO,28512218,28,KERICHO
BOHONI,103109,38.0,37.0,40.86,0.0,35.26,33.21,36.13,182.46,88,20972,TANA RIVER,5103109,5,TANA RIVER
BOHORERA,708309,24.0,42.62,55.04,0.0,62.75,55.12,50.41,265.94,138,6293,KURIA WEST,44708309,44,MIGORI
