SCHOOL NAME,CODE,ENTRY,ENGLISH,KISWAHILI,K. S. L.,MATHS,SCIENCE,SSTR,MEAN,RANK,NATIONAL,DISTRICT_NAME,School code,county code,county name
NANDI HILLS HIGHVIEW SCHO,541244,10.0,77.7,71.4,0.0,72.1,66.7,65.5,353.4,17,353,NANDI EAST,,,
NANDI HILLS TOWNSHIP,541227,27.0,56.77,66.37,0.0,61.74,60.66,62.62,308.16,83,1984,NANDI EAST,29541227,29,NANDI
NANDI PRI,513122,79.0,52.03,51.56,0.0,52.59,53.6,55.06,264.84,281,6491,NANDI CENTRAL,29513122,29,NANDI
NANDINGWA,628135,68.0,32.95,35.08,0.0,41.63,39.42,36.97,186.05,672,20758,BUMULA,36628135,36,BUNGOMA
NANDOROBO FYM PRIMARY SCH,611294,25.0,37.84,38.92,0.0,41.2,39.44,42.04,199.44,643,19635,BUNGOMA NORTH,,,
NANG'ANDA,603223,42.0,55.78,51.35,0.0,54.71,51.59,49.64,263.07,306,6809,KAKAMEGA CENTRAL,37603223,37,KAKAMEGA
NANG'ENI,629113,50.0,51.5,62.82,0.0,56.58,67.42,67.4,305.72,37,2118,,35629113,35,BUSIA
NANG'ENI F.Y.M,628149,51.0,42.54,44.45,0.0,44.43,42.8,41.29,215.51,556,17314,BUMULA,36628149,36,BUNGOMA
NANG'OMA,601228,39.0,45.76,68.28,0.0,56.38,54.35,59.84,284.61,81,3733,BUSIA,35601228,35,BUSIA
NANGA KOKER,714068,13.0,44.15,20.92,0.0,47.92,55.84,47.46,216.29,552,17174,KISUMU WEST,39714068,39,KISUMU
NANGARUA,532105,10.0,44.9,36.8,0.0,44.7,56.7,56.0,239.1,376,12183,EAST POKOT,33532105,33,BARINGO
NANGATA R.C,628167,57.0,50.21,47.63,0.0,48.94,65.52,49.47,261.77,177,7051,BUMULA,36628167,36,BUNGOMA
NANGILI,631104,90.0,50.25,49.8,0.0,50.65,53.23,45.42,249.35,441,9761,,37631104,37,KAKAMEGA
NANGILI R.C,612132,36.0,41.52,44.72,0.0,46.47,49.08,46.8,228.59,441,14713,BUNGOMA CENTRAL,36612132,36,BUNGOMA
NANGINA MIXED,609107,37.0,48.16,56.67,0.0,54.7,56.91,55.32,271.76,128,5363,SAMIA,35609107,35,BUSIA
NANGO,623157,17.0,42.41,37.7,0.0,44.58,57.76,40.17,222.62,328,15912,BUTULA,35623157,35,BUSIA
NANGO GONDA,726151,32.0,49.59,32.46,0.0,46.31,45.84,45.56,219.76,537,16476,GEM,42726151,42,SIAYA
NANGROTUM,505114,42.0,56.64,51.5,0.0,59.07,64.3,61.95,293.46,15,2940,WEST POKOT,24505114,24,WEST POKOT
NANGWE,612115,55.0,33.23,42.83,0.0,38.34,38.4,38.69,191.49,662,20394,BUNGOMA CENTRAL,36612115,36,BUNGOMA
NANIGHI,117102,23.0,28.65,36.86,0.0,32.95,32.3,38.69,169.45,101,21482,BURA TANA,5117102,5,TANA RIVER
NANIGHI PR.,806103,31.0,39.25,52.19,0.0,38.9,39.58,47.58,217.5,62,16903,FAFI,45806103,45,GARISSA
NANING'OI GIRLS BOARDING,557506,18.0,37.11,36.66,0.0,39.66,38.55,40.05,192.03,371,20356,KAJIADO NORTH,31557506,31,KAJIADO
NANINGO,516154,7.0,35.57,50.57,0.0,45.0,48.14,49.71,228.99,290,14604,NAROK NORTH,32516154,32,NAROK
NANNY'S JUNIOR SCHOOL,230136,12.0,54.25,57.83,0.0,52.33,56.66,56.83,277.9,255,4490,KIKUYU,,,
NANYANGAKIPPI,501502,12.0,37.08,39.91,0.0,43.75,47.66,42.5,210.9,139,18062,TURKANA CENTRAL,21501502,21,TURKANA
NANYENI,627143,42.0,47.16,51.26,0.0,53.07,49.14,44.59,245.22,494,10741,MATUNGU,37627143,37,KAKAMEGA
NANYUKI,210102,50.0,48.02,50.34,0.0,43.94,46.76,51.04,240.1,253,11954,KIENI EAST,8210102,8,NYERI
NANYUKI,210102,50.0,48.02,50.34,0.0,43.94,46.76,51.04,240.1,253,11954,KIENI EAST,30514103,30,LAIKIPIA
NANYUKI,514103,68.0,57.05,55.97,0.0,50.2,52.13,51.08,266.43,71,6215,LAIKIPIA EAST,8210102,8,NYERI
NANYUKI,514103,68.0,57.05,55.97,0.0,50.2,52.13,51.08,266.43,71,6215,LAIKIPIA EAST,30514103,30,LAIKIPIA
NANYUKI BOARDING,210111,42.0,75.45,75.92,0.0,69.0,66.28,68.52,355.17,13,320,KIENI EAST,8210111,8,NYERI
NANYUKI D.E.B.,555102,99.0,49.26,46.36,0.0,41.87,41.61,44.93,224.03,183,15632,LAIKIPIA CENTRAL,30555102,30,LAIKIPIA
NANYUKI GARRISON,514101,67.0,53.07,54.94,0.0,54.61,52.73,52.71,268.06,67,5943,LAIKIPIA EAST,30514101,30,LAIKIPIA
NANYUKI MUSLIM,514118,29.0,53.68,48.44,0.0,51.06,51.82,50.79,255.79,88,8320,LAIKIPIA EAST,30514118,30,LAIKIPIA
NANYUKI NEEMA ACADEMY,555110,28.0,71.42,66.28,0.0,68.14,63.35,72.35,341.54,8,655,LAIKIPIA CENTRAL,30555110,30,LAIKIPIA
NAOMI PREPARATORY ACADEMY,538216,19.0,61.42,59.26,0.0,63.26,56.15,53.52,293.61,127,2926,MOLO,27538216,27,NAKURU
NAORA,708129,41.0,40.58,43.92,0.0,37.85,44.63,37.36,204.34,536,19054,KURIA WEST,44708129,44,MIGORI
NAOTIN,501120,9.0,45.44,47.77,0.0,52.0,61.66,59.33,266.2,26,6244,TURKANA CENTRAL,21501120,21,TURKANA
NAPARA R.C,628150,41.0,44.92,46.24,0.0,53.8,52.65,48.17,245.78,278,10595,BUMULA,36628150,36,BUNGOMA
NAPEIKAR,550110,13.0,45.0,41.0,0.0,42.84,47.84,46.07,222.75,124,15884,LOIMA,21550110,21,TURKANA
NAPELILIM,501108,18.0,52.66,41.33,0.0,46.05,56.05,60.94,257.03,50,8060,TURKANA CENTRAL,21501108,21,TURKANA
NAPETET,524102,19.0,33.57,32.15,0.0,35.57,40.47,37.21,178.97,164,21141,TURKANA NORTH,21524102,21,TURKANA
NAPUU,501113,64.0,55.46,46.59,0.0,49.25,52.04,51.78,255.12,57,8468,TURKANA CENTRAL,21501113,21,TURKANA
NARAMAM,505215,44.0,49.84,44.36,0.0,61.65,61.06,59.7,276.61,27,4654,WEST POKOT,24505215,24,WEST POKOT
NARAMAT ACADEMY,557252,54.0,74.98,67.83,0.0,70.01,66.35,67.83,347.0,19,503,KAJIADO NORTH,31557252,31,KAJIADO
NARATI R.C.,611235,80.0,42.01,42.17,0.0,42.27,42.58,39.38,208.41,611,18474,BUNGOMA NORTH,36611235,36,BUNGOMA
NAREMIT,550114,17.0,43.17,33.17,0.0,39.23,42.17,40.29,198.03,151,19770,LOIMA,21550114,21,TURKANA
NARENGEWOI,524108,18.0,40.55,35.55,0.0,41.61,45.66,42.83,206.2,140,18810,TURKANA NORTH,21524108,21,TURKANA
NARIANTA,516336,12.0,47.25,49.83,0.0,36.83,49.25,49.16,232.32,271,13816,NAROK NORTH,32516336,32,NAROK
NARIOKOTOME,524113,15.0,53.2,39.86,0.0,47.93,50.0,49.46,240.45,104,11874,TURKANA NORTH,21524113,21,TURKANA
NAROK JUNIOR ACADEMY,516111,5.0,68.2,70.4,0.0,71.4,67.2,66.0,343.2,7,596,NAROK NORTH,32516111,32,NAROK
NAROK PRIVATE,516151,28.0,37.89,35.85,0.0,35.64,27.75,36.64,173.77,459,21337,NAROK NORTH,32516151,32,NAROK
NAROK S.D.A,516114,13.0,66.84,66.69,0.0,56.15,59.15,62.46,311.29,19,1823,NAROK NORTH,32516114,32,NAROK
NAROK T. COLLEGE MODEL SC,516125,33.0,65.48,57.6,0.0,62.72,63.69,61.54,311.03,22,1838,NAROK NORTH,,,
NAROMORU,557305,74.0,54.21,56.27,0.0,45.77,49.56,51.89,257.7,172,7900,KAJIADO NORTH,31557305,31,KAJIADO
NAROMORU TOWNSHIP,210203,61.0,55.0,47.52,0.0,48.9,47.0,46.93,245.35,226,10706,KIENI EAST,8210203,8,NYERI
NAROMORU TRANSVIEW ACADEM,210238,60.0,68.03,63.13,0.0,66.38,66.4,63.98,327.92,42,1119,KIENI EAST,,,
NAROMORU VICTORY,210221,108.0,74.87,71.75,0.0,65.35,65.62,71.1,348.69,20,466,KIENI EAST,8210221,8,NYERI
NARUMORU TUMAINI,210229,14.0,59.92,58.28,0.0,54.14,58.85,60.42,291.61,96,3106,KIENI EAST,8210229,8,NYERI
NASAKA,612129,64.0,41.18,44.85,0.0,43.25,39.93,42.34,211.55,587,17968,BUNGOMA CENTRAL,36612129,36,BUNGOMA
NASALA S.A,626213,19.0,37.47,46.1,0.0,40.21,41.26,34.73,199.77,639,19593,BUNGOMA WEST,36626213,36,BUNGOMA
NASERIAN,567206,26.0,59.84,55.23,0.0,48.84,58.73,56.38,279.02,103,4338,,31567206,31,KAJIADO
NASERIAN OSUPUKO,546418,9.0,44.0,52.44,0.0,55.44,62.33,52.77,266.98,99,6132,NAROK SOUTH,32546418,32,NAROK
NASEWA A C,601229,43.0,44.86,62.6,0.0,55.67,63.58,62.9,289.61,63,3269,BUSIA,35601229,35,BUSIA
NASIANDA,529103,67.0,38.56,47.4,0.0,43.38,39.2,41.31,209.85,365,18232,KWANZA,23529103,23,TRANSNZOIA
NASIANDA,529103,67.0,38.56,47.4,0.0,43.38,39.2,41.31,209.85,365,18232,KWANZA,37631105,37,KAKAMEGA
NASIANDA,631105,89.0,54.24,58.51,0.0,50.92,50.89,49.51,264.07,298,6620,,23529103,23,TRANSNZOIA
NASIANDA,631105,89.0,54.24,58.51,0.0,50.92,50.89,49.51,264.07,298,6620,,37631105,37,KAKAMEGA
NASIANDA S.A.,621133,58.0,43.84,51.34,0.0,44.51,48.93,46.2,234.82,378,13219,KIMILILI,36621133,36,BUNGOMA
NASIIB,801113,83.0,40.5,52.69,0.0,37.8,51.0,62.08,244.07,51,11014,GARISSA,45801113,45,GARISSA
NASIMBO S.A,628168,39.0,39.82,45.48,0.0,46.41,45.58,40.89,218.18,536,16778,BUMULA,36628168,36,BUNGOMA
NASINDU S.D.A. ACADEMY,602185,20.0,44.5,46.25,0.0,45.65,48.05,44.8,229.25,435,14553,BUNGOMA SOUTH,36602185,36,BUNGOMA
NASIOYA S.A.,621140,38.0,40.23,45.78,0.0,39.92,44.05,42.65,212.63,582,17792,KIMILILI,36621140,36,BUNGOMA
NASIRA,545215,13.0,35.76,48.0,0.0,41.46,35.92,37.92,199.06,362,19674,LOITOKITOK,,,
NASIRA A C,601208,47.0,48.48,53.23,0.0,51.0,50.34,48.02,251.07,234,9377,BUSIA,35601208,35,BUSIA
NASIRA R.C.,601209,77.0,46.09,52.93,0.0,44.55,49.92,53.84,247.33,259,10241,BUSIA,35601209,35,BUSIA
NASOKOL,505102,65.0,62.52,53.38,0.0,57.61,55.2,53.61,282.32,21,3964,WEST POKOT,24505102,24,WEST POKOT
NASSER PURIA,106129,78.0,69.47,61.67,0.0,65.92,62.93,71.11,331.1,40,1004,MOMBASA,3106129,3,MOMBASA
NASUKUTA,505210,22.0,48.63,39.45,0.0,55.04,59.72,55.4,258.24,81,7790,WEST POKOT,24505210,24,WEST POKOT
NASYANDA BAHAI,628134,59.0,48.06,53.69,0.0,57.16,52.76,49.13,260.8,187,7256,BUMULA,36628134,36,BUNGOMA
NASYANDA CENTRAL ACADEMY,628187,16.0,45.12,51.75,0.0,49.5,47.75,47.18,241.3,316,11666,BUMULA,36628187,36,BUNGOMA
NATELENG,505112,18.0,46.16,45.0,0.0,42.38,45.22,47.44,226.2,206,15206,WEST POKOT,24505112,24,WEST POKOT
NATEMERI,530202,31.0,48.22,42.03,0.0,54.06,58.45,53.29,256.05,90,8253,NORTH POKOT,24530202,24,WEST POKOT
NATITI,527210,55.0,42.47,49.2,0.0,62.2,62.21,61.47,277.55,18,4537,SAMBURU NORTH,22527210,22,SAMBURU
NATO,562209,16.0,47.81,53.0,0.0,53.25,53.43,59.37,266.86,171,6153,MOGOTIO,33562209,33,BARINGO
NATOLE,501205,16.0,47.18,41.5,0.0,48.37,56.31,56.68,250.04,74,9614,TURKANA CENTRAL,21501205,21,TURKANA
NATOO,524111,18.0,38.0,32.88,0.0,40.22,46.22,35.22,192.54,154,20304,TURKANA NORTH,21524111,21,TURKANA
NATU,552313,31.0,38.19,44.35,0.0,44.35,36.06,33.9,196.85,687,19885,RONGAI,27552313,27,NAKURU
NATUKOBENYO,524103,15.0,35.53,40.93,0.0,42.8,44.13,42.33,205.72,141,18878,TURKANA NORTH,21524103,21,TURKANA
NATWANA,509152,32.0,52.9,53.9,0.0,48.84,46.62,48.4,250.66,330,9466,ELDORET WEST,26509152,26,UASIN GISHU
NAULU,603224,23.0,48.39,47.13,0.0,47.6,54.17,48.52,245.81,482,10588,KAKAMEGA CENTRAL,37603224,37,KAKAMEGA
NAUYAPONG,530207,32.0,56.96,57.4,0.0,53.21,61.43,58.21,287.21,17,3475,NORTH POKOT,24530207,24,WEST POKOT
NAVAKHOLO,603225,41.0,45.73,62.53,0.0,43.95,47.31,45.95,245.47,488,10682,KAKAMEGA CENTRAL,37603225,37,KAKAMEGA
NAVUHI,604230,27.0,64.4,59.77,0.0,55.11,51.96,56.14,287.38,50,3467,VIHIGA,38604230,38,VIHIGA
NAWAWANGA D.E.B,621132,104.0,45.22,48.58,0.0,47.51,44.94,45.83,232.08,408,13880,KIMILILI,,,
NAYA,721109,16.0,51.06,44.31,0.0,62.18,51.87,51.75,261.17,185,7170,RARIEDA,42721109,42,SIAYA
NAZARENE,106455,39.0,55.28,52.87,0.0,57.1,58.48,55.0,278.73,131,4374,MOMBASA,3106455,3,MOMBASA
NAZERENE SELF HELP SCHOOL,401426,49.0,56.97,54.24,0.0,45.46,46.44,51.69,254.8,400,8534,Nairobi,20404048,20,NAIROBI
NCEME PRIMARY,309408,15.0,47.6,49.4,0.0,46.13,48.53,48.0,239.66,368,12040,IGEMBE SOUTH,15309408,15,MERU
NCHAISHI,546415,18.0,41.27,36.22,0.0,45.38,41.33,40.83,205.03,410,18969,NAROK SOUTH,32546415,32,NAROK
NCHAURE,304122,21.0,46.38,52.33,0.0,39.14,37.76,41.0,216.61,542,17095,IMENTI NORTH,15304122,15,MERU
NCHIGI,319318,13.0,48.46,49.3,0.0,42.15,49.3,45.84,235.05,396,13168,IMENTI SOUTH,15319318,15,MERU
NCHORA YEABORI,516134,23.0,51.21,53.13,0.0,59.3,63.17,62.52,289.33,46,3298,NAROK NORTH,32516134,32,NAROK
NCHORO S.D.A,719207,26.0,52.15,50.34,0.0,53.57,48.34,51.46,255.86,226,8298,SOUTH GUCHA,40719207,40,KISII
NCOORO ACADEMY,557313,14.0,61.85,50.28,0.0,49.21,50.85,52.92,265.11,138,6445,KAJIADO NORTH,31557313,31,KAJIADO
NCOROIBORO,334204,46.0,39.8,44.34,0.0,34.95,33.39,34.63,187.11,712,20698,BUURI,15334204,15,MERU
NCUNGURU,309103,75.0,51.04,57.66,0.0,50.72,50.69,56.05,266.16,209,6251,IGEMBE SOUTH,15309103,15,MERU
NDABA,239135,53.0,68.6,70.79,0.0,69.03,63.49,60.18,332.09,29,965,,9239135,9,KIRINYAGA
NDABARNACH,509153,49.0,49.14,56.14,0.0,45.12,42.97,44.32,237.69,406,12536,ELDORET WEST,26509153,26,UASIN GISHU
NDABIBI,508257,25.0,50.36,28.92,0.0,56.76,53.96,53.48,243.48,291,11142,BOMET,25508257,25,BOMET
NDABIBI,508257,25.0,50.36,28.92,0.0,56.76,53.96,53.48,243.48,291,11142,BOMET,27537205,27,NAKURU
NDABIBI,537205,105.0,43.6,49.07,0.0,49.14,44.8,49.89,236.5,368,12832,NAIVASHA,25508257,25,BOMET
NDABIBI,537205,105.0,43.6,49.07,0.0,49.14,44.8,49.89,236.5,368,12832,NAIVASHA,27537205,27,NAKURU
NDABIBIT,565330,37.0,65.48,58.54,0.0,62.59,58.45,60.78,305.84,106,2113,KURESOI,27565330,27,NAKURU
NDAGANI,308110,25.0,48.44,53.44,0.0,47.6,48.88,43.32,241.68,196,11562,MERU SOUTH,19308110,19,THARAKANITHI
NDAGONI,308304,21.0,44.04,34.14,0.0,36.42,47.09,40.28,201.97,337,19347,MERU SOUTH,19308304,19,THARAKANITHI
NDAI,705136,13.0,43.23,44.38,0.0,47.3,47.76,42.0,224.67,504,15501,SIAYA,42705136,42,SIAYA
NDAKAINI,234103,74.0,39.44,40.45,0.0,38.52,38.04,41.44,197.89,507,19783,GATANGA,10234103,10,MURANG'A
NDAKARU S.A,626107,37.0,39.08,48.81,0.0,44.83,46.78,42.81,222.31,510,15973,BUNGOMA WEST,36626107,36,BUNGOMA
NDALALA,529133,28.0,45.89,48.53,0.0,48.57,51.42,50.5,244.91,203,10826,KWANZA,23529133,23,TRANSNZOIA
NDALANI,315110,90.0,39.13,42.74,0.0,42.1,46.85,47.0,217.82,684,16847,YATTA,12315110,12,MACHAKOS
NDALANI,315110,90.0,39.13,42.74,0.0,42.1,46.85,47.0,217.82,684,16847,YATTA,13317240,13,KITUI
NDALANI,315110,90.0,39.13,42.74,0.0,42.1,46.85,47.0,217.82,684,16847,YATTA,13360108,13,KITUI
NDALANI,317240,10.0,37.9,39.7,0.0,40.5,32.5,32.6,183.2,943,20936,MUTOMO,12315110,12,MACHAKOS
NDALANI,317240,10.0,37.9,39.7,0.0,40.5,32.5,32.6,183.2,943,20936,MUTOMO,13317240,13,KITUI
NDALANI,317240,10.0,37.9,39.7,0.0,40.5,32.5,32.6,183.2,943,20936,MUTOMO,13360108,13,KITUI
NDALANI,360108,26.0,45.46,49.07,0.0,43.61,41.0,49.84,228.98,513,14612,,12315110,12,MACHAKOS
NDALANI,360108,26.0,45.46,49.07,0.0,43.61,41.0,49.84,228.98,513,14612,,13317240,13,KITUI
NDALANI,360108,26.0,45.46,49.07,0.0,43.61,41.0,49.84,228.98,513,14612,,13360108,13,KITUI
NDALASYANI,315257,36.0,39.75,44.16,0.0,47.02,50.16,37.61,218.7,677,16688,YATTA,12315257,12,MACHAKOS
NDALAT,540208,40.0,55.62,58.0,0.0,63.52,64.07,60.42,301.63,97,2368,NANDI NORTH,29540208,29,NANDI
NDALU,611236,80.0,51.25,53.02,0.0,47.0,48.03,46.26,245.56,282,10666,BUNGOMA NORTH,36611236,36,BUNGOMA
NDALUNI,339127,27.0,45.37,54.14,0.0,47.25,48.44,45.96,241.16,369,11700,MWINGI WEST,13339127,13,KITUI
NDAMAMA,560104,57.0,36.68,33.96,0.0,48.31,52.19,48.71,219.85,342,16461,TRANS MARA EAST,32560104,32,NAROK
NDAMAMA,560104,57.0,36.68,33.96,0.0,48.31,52.19,48.71,219.85,342,16461,TRANS MARA EAST,32560117,32,NAROK
NDAMBWE,104206,10.0,36.0,49.9,0.0,39.6,46.2,45.1,216.8,40,17056,LAMU WEST,6104206,6,LAMU
NDAMENE,319124,16.0,48.12,61.5,0.0,54.12,62.06,46.81,272.61,189,5224,IMENTI SOUTH,15319124,15,MERU
NDAMICHONIK,551219,43.0,43.04,37.32,0.0,51.27,46.27,44.48,222.38,425,15957,CHEPALUNGU,25551219,25,BOMET
NDANAI,533216,40.0,47.5,43.12,0.0,54.62,53.5,52.57,251.31,239,9320,SOTIK,25533216,25,BOMET
NDANAI,533216,40.0,47.5,43.12,0.0,54.62,53.5,52.57,251.31,239,9320,SOTIK,26534106,26,UASIN GISHU
NDANAI,534106,20.0,44.95,44.5,0.0,52.95,49.95,50.3,242.65,371,11332,ELDORET EAST,25533216,25,BOMET
NDANAI,534106,20.0,44.95,44.5,0.0,52.95,49.95,50.3,242.65,371,11332,ELDORET EAST,26534106,26,UASIN GISHU
NDANAI TOWNSHIP,533221,25.0,65.72,66.12,0.0,64.4,62.08,62.16,320.48,34,1389,SOTIK,25533221,25,BOMET
NDANDINI,344126,15.0,34.93,40.86,0.0,46.0,36.0,38.53,196.32,861,19936,LOWER YATTA,13344126,13,KITUI
NDANGUMA,341204,23.0,54.82,55.13,0.0,47.47,44.21,45.43,247.06,181,10307,MBEERE SOUTH,14341204,14,EMBU
NDAPTABWA,513406,17.0,66.11,56.0,0.0,56.35,61.64,61.82,301.92,95,2347,NANDI CENTRAL,29513406,29,NANDI
NDARACA-INI,209303,91.0,48.17,46.92,0.0,49.65,47.63,46.3,238.67,216,12298,NYANDARUA SOUTH,7209303,7,NYANDARUA
NDARAGWA,201103,89.0,57.51,56.78,0.0,51.08,54.88,52.1,272.35,103,5250,Nyandarua North,7201103,7,NYANDARUA
NDARAGWA MUTHAIGA ACADEMY,201188,34.0,66.67,66.35,0.0,62.55,64.14,62.23,321.94,37,1323,Nyandarua North,7201188,7,NYANDARUA
NDARAGWITI,556123,15.0,41.4,47.53,0.0,39.8,44.66,46.33,219.72,197,16482,NYAHURURU,30556123,30,LAIKIPIA
NDARAWETA,508126,33.0,54.24,39.84,0.0,55.51,51.6,54.6,255.79,206,8319,BOMET,25508126,25,BOMET
NDARUGU,564109,154.0,54.62,60.95,0.0,48.61,47.64,49.02,260.84,231,7249,NJORO,27564109,27,NAKURU
NDARUGU,564109,154.0,54.62,60.95,0.0,48.61,47.64,49.02,260.84,231,7249,NJORO,28571107,28,KERICHO
NDARUGU,571107,43.0,39.81,40.6,0.0,41.27,38.04,38.67,198.39,446,19738,,27564109,27,NAKURU
NDARUGU,571107,43.0,39.81,40.6,0.0,41.27,38.04,38.67,198.39,446,19738,,28571107,28,KERICHO
NDARUGU ACADEMY,207220,26.0,55.26,49.76,0.0,43.23,44.8,43.76,236.81,424,12759,THIKA WEST,11207220,11,KIAMBU
NDARUNI,313206,20.0,40.25,48.9,0.0,42.1,40.0,37.35,208.6,311,18434,THARAKA SOUTH,19313206,19,THARAKANITHI
NDATANI,111143,49.0,33.34,48.44,0.0,39.06,38.12,37.12,196.08,354,19966,KALOLENI,4111143,4,KILIFI
NDATANI,111143,49.0,33.34,48.44,0.0,39.06,38.12,37.12,196.08,354,19966,KALOLENI,13317121,13,KITUI
NDATANI,111143,49.0,33.34,48.44,0.0,39.06,38.12,37.12,196.08,354,19966,KALOLENI,18324102,18,MAKUENI
NDATANI,317121,41.0,44.26,44.85,0.0,49.34,45.97,44.97,229.39,512,14527,MUTOMO,4111143,4,KILIFI
NDATANI,317121,41.0,44.26,44.85,0.0,49.34,45.97,44.97,229.39,512,14527,MUTOMO,13317121,13,KITUI
NDATANI,317121,41.0,44.26,44.85,0.0,49.34,45.97,44.97,229.39,512,14527,MUTOMO,18324102,18,MAKUENI
NDATHANI,328112,33.0,40.69,45.27,0.0,45.21,49.84,52.0,233.01,473,13631,KYUSO,13328112,13,KITUI
NDATHI,210304,54.0,49.07,54.27,0.0,46.68,47.27,47.48,244.77,230,10857,KIENI EAST,8210304,8,NYERI
NDAU,118106,16.0,32.12,44.68,0.0,37.31,47.81,46.93,208.85,47,18391,LAMU EAST,6118106,6,LAMU
NDAUNI,109209,20.0,34.9,48.7,0.0,48.35,42.6,39.0,213.55,177,17616,KINANGO,2109209,2,KWALE
NDAUNI,109209,20.0,34.9,48.7,0.0,48.35,42.6,39.0,213.55,177,17616,KINANGO,13310206,13,KITUI
NDAUNI,109209,20.0,34.9,48.7,0.0,48.35,42.6,39.0,213.55,177,17616,KINANGO,18325323,18,MAKUENI
NDAUNI,109209,20.0,34.9,48.7,0.0,48.35,42.6,39.0,213.55,177,17616,KINANGO,18346232,18,MAKUENI
NDAUNI,310206,23.0,41.6,42.86,0.0,35.73,35.47,34.34,190.0,908,20494,MWINGI CENTRAL,2109209,2,KWALE
NDAUNI,310206,23.0,41.6,42.86,0.0,35.73,35.47,34.34,190.0,908,20494,MWINGI CENTRAL,13310206,13,KITUI
NDAUNI,310206,23.0,41.6,42.86,0.0,35.73,35.47,34.34,190.0,908,20494,MWINGI CENTRAL,18325323,18,MAKUENI
NDAUNI,310206,23.0,41.6,42.86,0.0,35.73,35.47,34.34,190.0,908,20494,MWINGI CENTRAL,18346232,18,MAKUENI
NDAUNI,325323,23.0,51.73,53.78,0.0,44.56,50.47,50.52,251.06,543,9379,KIBWEZI,2109209,2,KWALE
NDAUNI,325323,23.0,51.73,53.78,0.0,44.56,50.47,50.52,251.06,543,9379,KIBWEZI,13310206,13,KITUI
NDAUNI,325323,23.0,51.73,53.78,0.0,44.56,50.47,50.52,251.06,543,9379,KIBWEZI,18325323,18,MAKUENI
NDAUNI,325323,23.0,51.73,53.78,0.0,44.56,50.47,50.52,251.06,543,9379,KIBWEZI,18346232,18,MAKUENI
NDAUNI,346232,29.0,49.24,48.31,0.0,43.51,55.03,44.79,240.88,681,11774,MBOONI EAST,2109209,2,KWALE
NDAUNI,346232,29.0,49.24,48.31,0.0,43.51,55.03,44.79,240.88,681,11774,MBOONI EAST,13310206,13,KITUI
NDAUNI,346232,29.0,49.24,48.31,0.0,43.51,55.03,44.79,240.88,681,11774,MBOONI EAST,18325323,18,MAKUENI
NDAUNI,346232,29.0,49.24,48.31,0.0,43.51,55.03,44.79,240.88,681,11774,MBOONI EAST,18346232,18,MAKUENI
NDAVAYA,109201,56.0,33.69,40.53,0.0,35.51,34.08,33.76,177.57,281,21193,KINANGO,2109201,2,KWALE
NDEDA ISLAND,712231,17.0,62.11,40.7,0.0,65.23,59.82,58.94,286.8,60,3508,BONDO,42712231,42,SIAYA
NDEGE,564120,68.0,35.94,46.13,0.0,35.69,36.52,36.7,190.98,718,20428,NJORO,27564120,27,NAKURU
NDEGE,564120,68.0,35.94,46.13,0.0,35.69,36.52,36.7,190.98,718,20428,NJORO,46820102,46,WAJIR
NDEGE,820102,43.0,42.51,36.3,0.0,34.83,37.58,51.37,202.59,70,19258,,27564120,27,NAKURU
NDEGE,820102,43.0,42.51,36.3,0.0,34.83,37.58,51.37,202.59,70,19258,,46820102,46,WAJIR
NDEGWE,726218,16.0,48.18,47.87,0.0,59.62,50.75,49.37,255.79,232,8318,GEM,42726218,42,SIAYA
NDEINI,314205,28.0,44.32,51.71,0.0,51.17,53.92,51.71,252.83,328,8960,MWALA,12314205,12,MACHAKOS
NDEINI,314205,28.0,44.32,51.71,0.0,51.17,53.92,51.71,252.83,328,8960,MWALA,18348147,18,MAKUENI
NDEINI,348147,15.0,54.6,64.4,0.0,58.8,58.53,54.8,291.13,118,3144,MAKINDU,12314205,12,MACHAKOS
NDEINI,348147,15.0,54.6,64.4,0.0,58.8,58.53,54.8,291.13,118,3144,MAKINDU,18348147,18,MAKUENI
NDEKEI,236208,48.0,35.64,42.29,0.0,33.62,33.56,35.6,180.71,778,21058,GATUNDU NORTH,11236208,11,KIAMBU
NDEKI ACADEMY,220411,28.0,59.03,50.21,0.0,56.17,59.0,56.03,280.44,114,4166,KIENI WEST,8220411,8,NYERI
NDELA,343227,9.0,37.77,39.88,0.0,46.11,47.44,47.22,218.42,680,16743,MASINGA,12343227,12,MACHAKOS
NDELEKENI,343097,20.0,47.05,55.3,0.0,51.3,54.7,53.05,261.4,250,7128,MASINGA,12343097,12,MACHAKOS
NDEMI,215206,45.0,47.75,52.13,0.0,54.4,54.15,49.66,258.09,145,7810,KIPIPIRI,7215206,7,NYANDARUA
NDEMI,215206,45.0,47.75,52.13,0.0,54.4,54.15,49.66,258.09,145,7810,KIPIPIRI,27564202,27,NAKURU
NDEMI,564202,43.0,44.09,53.48,0.0,50.9,44.46,42.04,234.97,385,13185,NJORO,7215206,7,NYANDARUA
NDEMI,564202,43.0,44.09,53.48,0.0,50.9,44.46,42.04,234.97,385,13185,NJORO,27564202,27,NAKURU
NDEMRA,729143,21.0,44.9,33.38,0.0,52.76,53.28,48.0,232.32,370,13814,NYATIKE,44729143,44,MIGORI
