School code,School Name,county code,county name
12343009,MAKUTANO YANDEI,12,MACHAKOS
12343010,MASINGA,12,MACHAKOS
12343011,MISEWANI,12,MACHAKOS
12343012,MUKUSU,12,MACHAKOS
12343013,MUSUMAA,12,MACHAKOS
12343014,NGUKEMWE,12,MACHAKOS
12343015,JOY ACADEMY,12,MACHAKOS
12343016,IIANI,12,MACHAKOS
12343017,KAMUNYU,12,MACHAKOS
12343018,KAMUTHUMBA,12,MACHAKOS
12343019,KANGUU,12,MACHAKOS
12343020,KIAMBANI,12,MACHAKOS
12343021,KIKUUNI,12,MACHAKOS
12343022,KISAANI,12,MACHAKOS
12343023,KISEUNI,12,MACHAKOS
12343024,KITHONI PRIMARY SCHOOL,12,MACHAKOS
12343025,KITHUIA PRIMARY SCHOOL,12,MACHAKOS
12343026,KIVAA,12,MACHAKOS
12343027,KWAKYUMBO,12,MACHAKOS
12343028,KYAANI,12,MACHAKOS
12343029,KYONDONI,12,MACHAKOS
12343030,MASAKU,12,MACHAKOS
12343031,MUTEMBUKU,12,MACHAKOS
12343032,TWAMAKAA,12,MACHAKOS
12343033,UTITHINI,12,MACHAKOS
12343034,UVAINI,12,MACHAKOS
12343035,VONDENI,12,MACHAKOS
12343036,KIVAA KINGS ACADEMY,12,MACHAKOS
12343037,KALULUINI,12,MACHAKOS
12343038,KANGONDE,12,MACHAKOS
12343039,KATHUI,12,MACHAKOS
12343040,KAVWEA,12,MACHAKOS
12343041,KIKUMINI,12,MACHAKOS
12343042,KINGUUTHENI,12,MACHAKOS
12343043,KITANGANI,12,MACHAKOS
12343044,KITHAMBIONI,12,MACHAKOS
12343045,KWAKAINDI,12,MACHAKOS
12343046,KWAKATUTA,12,MACHAKOS
12343047,KWASUVU,12,MACHAKOS
12343048,KYAANI,12,MACHAKOS
12343049,MAKILA,12,MACHAKOS
12343050,MATITHINI,12,MACHAKOS
12343051,MIKUYUNI,12,MACHAKOS
12343052,MUKAMENI,12,MACHAKOS
12343053,MUSINGINI,12,MACHAKOS
12343054,MUTWAMWAKI,12,MACHAKOS
12343055,TULIMYUMBU,12,MACHAKOS
12343056,ULUTYA,12,MACHAKOS
12343057,COL KILUTA,12,MACHAKOS
12343058,EKALAKALA,12,MACHAKOS
12343059,IKATINI,12,MACHAKOS
12343060,ISYUKONI,12,MACHAKOS
12343061,KAKUKU,12,MACHAKOS
12343062,KATHINI,12,MACHAKOS
12343063,KIANGENI,12,MACHAKOS
12343064,KIKULE,12,MACHAKOS
12343065,KWAKALUNDE,12,MACHAKOS
12343066,KWAMBENGEI,12,MACHAKOS
12343067,KWAMULINGA,12,MACHAKOS
12343068,KWAWANZILU,12,MACHAKOS
12343069,MATHAUTA,12,MACHAKOS
12343070,MAVIA MAIU,12,MACHAKOS
12343071,MIKAMENI,12,MACHAKOS
12343072,MIKUYU,12,MACHAKOS
12343073,MUKAYAUNI,12,MACHAKOS
12343074,MUNANDANI,12,MACHAKOS
12343075,NZUKINI,12,MACHAKOS
12343076,WAMBOO,12,MACHAKOS
12343077,WENDANO,12,MACHAKOS
12343078,ST PETER'S ACADEMY EKALAKALA,12,MACHAKOS
12343079,EENDEI,12,MACHAKOS
12343080,IELANTHI,12,MACHAKOS
12343081,IUUMA,12,MACHAKOS
12343082,KALILUNI,12,MACHAKOS
12343083,KAMANGULU,12,MACHAKOS
12343084,KANG'ANG'INI,12,MACHAKOS
12343085,KANYONGA,12,MACHAKOS
12343086,KAONYWENI,12,MACHAKOS
12343087,KATISAA,12,MACHAKOS
12343088,KIMUUNI,12,MACHAKOS
12343089,KITHYOKO,12,MACHAKOS
12343090,KYUASINI,12,MACHAKOS
12343091,MBINGONI,12,MACHAKOS
12343092,MIANGENI,12,MACHAKOS
12343093,MUAMBANI,12,MACHAKOS
12343094,MUTHEMBWA,12,MACHAKOS
12343095,MUTHITHU,12,MACHAKOS
12343096,MWATUNGO,12,MACHAKOS
12343097,NDELEKENI,12,MACHAKOS
12343098,NGOMOLA,12,MACHAKOS
12343099,THATHA,12,MACHAKOS
12343100,HAVENTON ACADEMY,12,MACHAKOS
12343101,BISHOP KIOKO BOARDING,12,MACHAKOS
12343102,INYANZAA,12,MACHAKOS
12343103,ZION ACADEMY,12,MACHAKOS
12343104,ST.MARY'S MASINGA ACADEMY,12,MACHAKOS
12343201,IIANI,12,MACHAKOS
12343202,KASEVE,12,MACHAKOS
12343203,KATHUKINI,12,MACHAKOS
12343204,KAWETHEI,12,MACHAKOS
12343205,KIKOMBA,12,MACHAKOS
12343206,KIKULE,12,MACHAKOS
12343207,KWAMBOO,12,MACHAKOS
12343208,LULAMBA,12,MACHAKOS
12343209,LUNGULUENI,12,MACHAKOS
12343210,MATHENGE,12,MACHAKOS
12343211,MISUUNI,12,MACHAKOS
12343212,MUAMBANI,12,MACHAKOS
12343213,MUTHESYA,12,MACHAKOS
12343214,KAMAIMBA,12,MACHAKOS
12343215,KASUVILO,12,MACHAKOS
12343216,KATULYE,12,MACHAKOS
12343217,KAVILILA,12,MACHAKOS
12343218,KIVANI,12,MACHAKOS
12343219,KIVUTINI,12,MACHAKOS
12343220,MANANJA,12,MACHAKOS
12343221,MANGULI,12,MACHAKOS
12343222,MATEMA,12,MACHAKOS
12343223,MATHENGETA,12,MACHAKOS
12343224,MBUSYANI,12,MACHAKOS
12343225,MILAANI,12,MACHAKOS
12343226,MURI FARM,12,MACHAKOS
12343227,NDELA,12,MACHAKOS
12343228,NDITHINI,12,MACHAKOS
12343229,NDOVOINI,12,MACHAKOS
12343230,NZII,12,MACHAKOS
12343231,ST MICHAEL,12,MACHAKOS
12343232,TANA RANCH,12,MACHAKOS
12343233,TUMUTUMU,12,MACHAKOS
12343234,TITO PRI,12,MACHAKOS
12343235,GREEN HILL,12,MACHAKOS
12345101,MATUNGULU DEB,12,MACHAKOS
12345102,KWATOMBE,12,MACHAKOS
12345103,KATWANYAA,12,MACHAKOS
12345104,UAMANI,12,MACHAKOS
12345105,ITHEUNI,12,MACHAKOS
12345106,KANZALU S.A,12,MACHAKOS
12345107,MWATATI,12,MACHAKOS
12345108,KAMBUSU ABC,12,MACHAKOS
12345109,KING'OTI,12,MACHAKOS
12345110,KINYUI S.A,12,MACHAKOS
12345111,KATULUNI,12,MACHAKOS
12345112,KAKULUTUINI,12,MACHAKOS
12345113,KALANDINI,12,MACHAKOS
12345114,SENGANI A.I.C.,12,MACHAKOS
12345115,KIKAATINI,12,MACHAKOS
12345116,MUKALWA,12,MACHAKOS
12345117,MUUMONI S.A,12,MACHAKOS
12345118,KYEKOYO S.A,12,MACHAKOS
12345119,MBUNI PRIMARY,12,MACHAKOS
12345120,A.I.C MATHEINI J ACADEMY,12,MACHAKOS
12345121,MUKALWA JUNIOR ACADEMY,12,MACHAKOS
12345122,KALANDINI JUNIOR ACADEMY,12,MACHAKOS
12345201,KYAUME,12,MACHAKOS
12345202,TALA TOWNSHIP,12,MACHAKOS
12345203,SYANTHI H.G.M,12,MACHAKOS
12345204,TALA S.A.,12,MACHAKOS
12345205,KWANGII,12,MACHAKOS
12345206,KYAMULENDU,12,MACHAKOS
12345207,TALA BOYS,12,MACHAKOS
12345208,KITHUANI,12,MACHAKOS
12345209,KATULU S.A.,12,MACHAKOS
12345210,NGOMENI,12,MACHAKOS
12345211,TALA GIRLS,12,MACHAKOS
12345212,TALA ACADEMY,12,MACHAKOS
12345213,MWISYANI,12,MACHAKOS
12345214,KOMA RANCH PRIMARY,12,MACHAKOS
12345215,NGULUNI A.I.C,12,MACHAKOS
12345216,KATINE HGM,12,MACHAKOS
12345217,NGULUNI,12,MACHAKOS
12345218,NGULUNI TOWNSHIP,12,MACHAKOS
12345219,KILULUINI,12,MACHAKOS
12345220,KATINE S.A,12,MACHAKOS
12345221,MUUSINI,12,MACHAKOS
12345222,UTOONI,12,MACHAKOS
12345223,KANGUNDO JUNIOR AC,12,MACHAKOS
12345224,NGULUNI COUNTRYSIDE,12,MACHAKOS
12345225,KWAKENI AIC,12,MACHAKOS
12345226,MBIIANI PRIMARY,12,MACHAKOS
12345227,NICE VIEW ACADEMY,12,MACHAKOS
12345228,KANTAFU,12,MACHAKOS
12345229,MAMA DARLENE ACADEMY,12,MACHAKOS
12345230,KOMAHILL KIAMBA,12,MACHAKOS
12345231,ALPHA MALCHUS,12,MACHAKOS
12345232,STEVEANN BRIDG SCHOOL,12,MACHAKOS
12345233,ST CONSOLATA ACADEMY,12,MACHAKOS
12345234,KOMA HILL EDUC.CENTRE,12,MACHAKOS
12345301,KISUKIONI BOYS,12,MACHAKOS
12345302,KITAMBAASYE,12,MACHAKOS
12345303,KATHEKA ABC,12,MACHAKOS
12345304,KIANZABE,12,MACHAKOS
12345305,KITHUIANI,12,MACHAKOS
12345306,DONYO SABUK,12,MACHAKOS
12345307,MATUNGULU ESTATE,12,MACHAKOS
12345308,KAYATA,12,MACHAKOS
12345309,DONYO COFFE,12,MACHAKOS
12345310,KILIKU,12,MACHAKOS
12345311,KITHAAYONI H.G.M,12,MACHAKOS
12345312,UAMANI,12,MACHAKOS
12345313,KYUMBUNI,12,MACHAKOS
12345314,SAN DAMIANO BOARDING,12,MACHAKOS
12345315,NGUNGA,12,MACHAKOS
12345316,KISITIMANI,12,MACHAKOS
12345317,ITETANI,12,MACHAKOS
12345318,KWAMUTU,12,MACHAKOS
12345319,DARUBINI,12,MACHAKOS
12345320,LAVERNA,12,MACHAKOS
12345321,LUSAM GLORIOUS ACAD,12,MACHAKOS
12345401,KIKUYUNI,12,MACHAKOS
12345402,KWASYOKIMANZA,12,MACHAKOS
12345403,KITULUNI,12,MACHAKOS
12345404,KYELENI,12,MACHAKOS
12345405,MATUU ESTATE,12,MACHAKOS
12345406,KATHIANI,12,MACHAKOS
12345407,NZAMBANI,12,MACHAKOS
12345408,KWAKISINGA,12,MACHAKOS
12345409,NDULYA,12,MACHAKOS
12345410,NGALALYA,12,MACHAKOS
12345411,NDOVOINI,12,MACHAKOS
12345412,KWALE,12,MACHAKOS
12345413,KASIONI,12,MACHAKOS
12345414,KISEKINI,12,MACHAKOS
12345415,KWAKASIVI,12,MACHAKOS
12345416,SYUMBUNI,12,MACHAKOS
13302101,CENTRAL,13,KITUI
13302102,MUSLIM,13,KITUI
13302103,KITUI,13,KITUI
13302104,MULUNDI,13,KITUI
13302105,ISAANGWA,13,KITUI
13302106,KALAWA,13,KITUI
13302107,ITHOOKWE,13,KITUI
13302108,KWA-UKUNGU,13,KITUI
13302109,MUSEVE,13,KITUI
13302110,VINDA,13,KITUI
13302111,KYALILINI,13,KITUI
13302112,KWA-NGINDU,13,KITUI
13302113,NGIINI,13,KITUI
13302114,WALUKU,13,KITUI
13302115,KATIA,13,KITUI
13302116,MANYENYONI,13,KITUI
13302117,KITUI SCHOOL FOR THE DEAF,13,KITUI
13302118,MAKUTANO,13,KITUI
13302119,KITUI S.D.A,13,KITUI
13302120,KWA KAME,13,KITUI
13302121,KYEMWENGI,13,KITUI
13302122,A.C.K ST MARTINS VISION SCHOOL,13,KITUI
13302123,STELLAMARIS,13,KITUI
13302124,ST MICHAEL'S,13,KITUI
13302125,EMCO,13,KITUI
13302126,KALIA KAKYA,13,KITUI
13302127,KWA MAINGI,13,KITUI
13302128,KWAMBOO,13,KITUI
13302129,KANGAU,13,KITUI
13302130,TIVA,13,KITUI
13302131,KAVETA,13,KITUI
13302132,KATYETHOKA,13,KITUI
13302134,MUTUNE GIRLS,13,KITUI
13302135,MULUTU,13,KITUI
13302136,KASYALA,13,KITUI
13302137,NDUUMONI,13,KITUI
13302138,WANZUA,13,KITUI
13302139,ITHIANI,13,KITUI
13302140,UNYAA,13,KITUI
13302141,MBUSYANI,13,KITUI
13302142,MUTENDEA,13,KITUI
13302143,NG'OLENI,13,KITUI
13302144,KWA KUNUVWA,13,KITUI
13302145,KALIMENZA,13,KITUI
13302146,KWA IKOLANIA,13,KITUI
13302147,SHANDAA,13,KITUI
13302148,NGUMBWA,13,KITUI
13302150,ILOOI,13,KITUI
13302151,KITUMUI,13,KITUI
13302152,KAVUTINI,13,KITUI
13302153,ISEVINI,13,KITUI
13302154,IMALE,13,KITUI
13302155,KITUI PRIVATE,13,KITUI
13302156,KITUI G.K PRISON,13,KITUI
13302157,MUKUKU,13,KITUI
13302158,ULONZO,13,KITUI
13302159,MUTUKYA,13,KITUI
13302160,MIAMBANI,13,KITUI
13302161,KANZAU,13,KITUI
13302162,KIVIU,13,KITUI
13302163,MUTULA,13,KITUI
13302164,MUTULU,13,KITUI
13302165,MWANYANI,13,KITUI
13302166,KAMANDIO,13,KITUI
13302167,KILINGILE,13,KITUI
13302168,KILUMA,13,KITUI
13302169,MAKAANI,13,KITUI
13302171,NZAAYA,13,KITUI
13302172,A.I.C KATISAA,13,KITUI
13302173,NZUNE,13,KITUI
13302174,NDITHINI,13,KITUI
13302175,KWANZOU,13,KITUI
13302176,ST JAMES MAWA JUNIOR ACADEMY,13,KITUI
13302177,VICTORY JUNIOR ACADEMY-KITUI,13,KITUI
13310101,KANZANZU,13,KITUI
13310102,MWINGI,13,KITUI
13310103,MUKUTHU,13,KITUI
13310104,KALISASI,13,KITUI
13310105,ITENDEU,13,KITUI
13310106,SYOMIKUKU,13,KITUI
13310107,KASEVI,13,KITUI
13310108,MUSUKINI,13,KITUI
13310109,KANZUI,13,KITUI
13310110,MULILUNI,13,KITUI
13310111,KAMUNYU,13,KITUI
13310112,WAASYA,13,KITUI
13310113,MBORU,13,KITUI
13310114,ITHUMBI,13,KITUI
13310115,KIVOU,13,KITUI
13310116,WIKITHUKI,13,KITUI
13310117,ISEE,13,KITUI
13310118,KYANIKA,13,KITUI
13310119,KASINA,13,KITUI
13310120,KYETHANI,13,KITUI
13310121,KAUSWINI,13,KITUI
13310122,MULANG'A,13,KITUI
13310123,MWINGI ACADEMY,13,KITUI
13310124,KITINGA,13,KITUI
13310125,VICTORS JUNIOR ACADEMY,13,KITUI
13310126,BASE PREPARATORY SCHOOL,13,KITUI
13310127,BUSY BEE,13,KITUI
13310128,WIMBONDO,13,KITUI
13310129,KATUVA,13,KITUI
13310130,KILONZO MUSILI MASEMBWA ACADEMY,13,KITUI
13310131,SHALOM SCHOOL,13,KITUI
13310132,MWINGI ST PAUL'S NEEMA ACADEMY,13,KITUI
13310133,MWINGI OXFORD,13,KITUI
13310134,ST GABRIEL SCHOOL,13,KITUI
13310135,EAST VIEW ACADEMY,13,KITUI
13310136,KISEKO VALLEY ACADEMY,13,KITUI
13310137,BY GRACE ACADEMY,13,KITUI
13310138,DAVIS EDUCATION CENTRE,13,KITUI
13310201,KISAMA,13,KITUI
13310202,ENZIU,13,KITUI
13310203,MURWANA,13,KITUI
13310204,THITHA,13,KITUI
13310205,NYAANYAA,13,KITUI
13310206,NDAUNI,13,KITUI
13310207,KARUNGA,13,KITUI
13310208,KIVUI,13,KITUI
13310209,KASOVONI,13,KITUI
13310210,KAUNGUNI,13,KITUI
13310211,KWA-NZILI,13,KITUI
13310212,KATHOKA,13,KITUI
13310213,IKUUSYA,13,KITUI
13310214,WAITA,13,KITUI
13310215,KYULUNGWA,13,KITUI
13310216,NDITHI,13,KITUI
13310217,MUUNGUU,13,KITUI
13310218,MWAMBUI,13,KITUI
13310219,MALIONI,13,KITUI
13310220,THONOA,13,KITUI
13310221,NDIANI,13,KITUI
13310222,YUMBE,13,KITUI
13310223,KATULUNI,13,KITUI
13310224,KYANDOA,13,KITUI
13310225,MAONGOA,13,KITUI
13310226,KANGUTHA,13,KITUI
13310227,KYAMBAA,13,KITUI
13310228,KISOLE,13,KITUI
13310229,THE BRIDGE ACADEMY,13,KITUI
13310301,MBONDONI,13,KITUI
13310302,ITILIKU,13,KITUI
13310303,KAIRUNGU,13,KITUI
13310304,KAVUVWANI,13,KITUI
13310305,KIOMO,13,KITUI
13310306,KARURA,13,KITUI
13310307,ITONG'OLANI,13,KITUI
13310308,TYAA,13,KITUI
13310309,KAKONGO,13,KITUI
13310310,NZAAIKU,13,KITUI
13310311,TULIMANI,13,KITUI
13310312,KWAMUNYANZU,13,KITUI
13310313,MULATA UTUNDA,13,KITUI
13310314,KAVUONI,13,KITUI
13310315,NZILANI,13,KITUI
13310316,UVAITA,13,KITUI
13310317,KANGINGA OASIS ACADEMY,13,KITUI
13310318,SYIMUU,13,KITUI
13310319,MUSONOKE,13,KITUI
13310401,KATALWA,13,KITUI
13310402,MUNYANGE,13,KITUI
13310403,MTWAATHI,13,KITUI
13310404,MATHUMA,13,KITUI
13310405,KISOVO,13,KITUI
13310406,MUMBUNI,13,KITUI
13310407,ITHENG'ELI,13,KITUI
13310408,KILULU,13,KITUI
13310409,MUMBUNI BARAKA ACADEMY,13,KITUI
13310410,MUMBUNI COMPLEX ACADEMY,13,KITUI
13310411,KISUNGULA PRY. SCH.,13,KITUI
13310732,MWINGI PRIVATE,13,KITUI
13317101,MUTOMO,13,KITUI
13317102,SYUNGUNI,13,KITUI
13317103,ITUMBA,13,KITUI
13317104,KITOO,13,KITUI
13317105,UAI,13,KITUI
13317106,MWALA,13,KITUI
13317107,MUVUKO,13,KITUI
13317108,KENZE,13,KITUI
13317109,KIANGE,13,KITUI
13317110,KIVIU,13,KITUI
13317111,KANDAE,13,KITUI
13317112,KIBWEA,13,KITUI
13317113,NDIINI,13,KITUI
13317114,KISAYANI,13,KITUI
13317115,KASYELIA,13,KITUI
13317116,MUAMBA,13,KITUI
13317117,MALILI,13,KITUI
13317118,WINDUMA,13,KITUI
13317119,MUTOMO ACADEMY,13,KITUI
13317120,IKANGA,13,KITUI
13317121,NDATANI,13,KITUI
13317122,WINGOLOLI,13,KITUI
13317123,NGUNINI,13,KITUI
13317124,KWASONG'E,13,KITUI
13317125,KANGULI,13,KITUI
13317126,KYAWANGU,13,KITUI
13317127,YAATHI,13,KITUI
13317128,MATUA,13,KITUI
13317129,MESILYA,13,KITUI
13317130,NDUUNDUNE,13,KITUI
13317131,KIANGWA,13,KITUI
13317132,KYAMUTHWA,13,KITUI
13317133,MAKELE,13,KITUI
13317134,VOTE,13,KITUI
13317135,KYATUNE,13,KITUI
13317136,ENZOU,13,KITUI
13317137,SEMEA,13,KITUI
13317138,WINDUNDU,13,KITUI
13317139,KATHITHU,13,KITUI
13317140,TUVILA,13,KITUI
13317141,MUTYAUA,13,KITUI
13317142,ILAANI,13,KITUI
13317143,MUSIKIO,13,KITUI
13317144,KASOYANI,13,KITUI
13317145,NZALANI,13,KITUI
13317146,ST PETERS,13,KITUI
13317147,ILUSYA,13,KITUI
13317148,VENGELENI,13,KITUI
13317149,IMWANGE,13,KITUI
13317150,KASUNDU,13,KITUI
13317151,KAYANG'OMBE,13,KITUI
13317152,KAANGWA,13,KITUI
13317153,KITHAE,13,KITUI
13317154,HOLY FAMILY,13,KITUI
13317155,NGILUNI,13,KITUI
13317156,SYOMITHUMO PRIMARY SCHOOL,13,KITUI
13317157,WINGETHI PRIMARY SCHOOL,13,KITUI
13317201,MUTHA,13,KITUI
13317202,KIVYUNI,13,KITUI
13317203,SYAMATANI,13,KITUI
13317204,KAATENE,13,KITUI
13317205,KALIANI,13,KITUI
13317206,ISAA,13,KITUI
13317207,KALAMBANI,13,KITUI
13317208,KIATI,13,KITUI
13317209,KYUASINI,13,KITUI
13317210,KIIMANI,13,KITUI
13317211,KAANGUNGI,13,KITUI
13317212,IKANDANI,13,KITUI
13317213,NZOANI,13,KITUI
13317214,MAKOSI,13,KITUI
13317216,ILAMBA,13,KITUI
13317217,KENGO,13,KITUI
13317218,KIMUU,13,KITUI
13317219,KYANGOTO,13,KITUI
13317220,MITAANI,13,KITUI
13317221,NGAANI,13,KITUI
13317222,NDILILI,13,KITUI
13317223,KAVETE,13,KITUI
13317224,MAKEKEE,13,KITUI
13317225,ST. JOSEPH'S KAINDU,13,KITUI
13317226,MANGETHENI,13,KITUI
13317227,VOO,13,KITUI
13317228,KINAKONI,13,KITUI
13317229,NZUNGUNI,13,KITUI
13317230,KITHANAKE,13,KITUI
13317231,IMALE,13,KITUI
13317232,KIANGINI,13,KITUI
13317233,NDULUNI,13,KITUI
13317234,KYAANGO,13,KITUI
13317235,KATAKA,13,KITUI
13317236,KASANG'U,13,KITUI
13317237,KALUASI,13,KITUI
13317238,MUNYUNI,13,KITUI
13317239,MAKAYAA,13,KITUI
13317240,NDALANI,13,KITUI
13317241,KILONGONI PRIMARY SCHOOL,13,KITUI
13328101,KYUSO,13,KITUI
13328102,GAI,13,KITUI
13328103,KIMANGAO PRI,13,KITUI
13328104,NGAAIE,13,KITUI
13328105,KWAKATILE,13,KITUI
13328106,MBUI,13,KITUI
13328107,KALOLE,13,KITUI
13328108,KIVANGWA,13,KITUI
13328109,KASYATHYU,13,KITUI
13328110,KAGHUI,13,KITUI
13328111,MIKWA,13,KITUI
13328112,NDATHANI,13,KITUI
13328113,MARISI,13,KITUI
13328114,NZAALANI,13,KITUI
13328115,MANDALA,13,KITUI
13328116,ITULU,13,KITUI
13328117,MATOONI,13,KITUI
13328118,KISEUNI,13,KITUI
13328119,KYUSO F.G.C.K ACADEMY,13,KITUI
13328201,KAMUWONGO,13,KITUI
13328202,KANDWIA,13,KITUI
13328203,ITIVANZOU,13,KITUI
13328204,TULANDULI,13,KITUI
13328205,KAKUNIKE,13,KITUI
13328206,KIMU,13,KITUI
13328207,KATAKANI,13,KITUI
13328208,KALAA,13,KITUI
13328209,TII PRIMARY SCHOOL,13,KITUI
13328210,ST FRANCIS BOARDING,13,KITUI
13328301,MIVUKONI,13,KITUI
13328302,MATAKA,13,KITUI
13328303,TWIMYUA,13,KITUI
13328304,MANZOLO,13,KITUI
13328305,KAKOONCO,13,KITUI
13328306,NGOMANO,13,KITUI
13328307,MANZUVA,13,KITUI
13328308,KWA-VERE,13,KITUI
13328309,MUGUUSI,13,KITUI
13328310,KANDONGU,13,KITUI
13328311,KALAMBANI,13,KITUI
13328312,IVONA-NGYA,13,KITUI
13328401,NGOMENI,13,KITUI
13328402,MITAMISYI,13,KITUI
13328403,KAMUSILIU,13,KITUI
13328404,IKIME,13,KITUI
13328405,KALWA,13,KITUI
13328406,KIMELA,13,KITUI
13328407,KAVAANI,13,KITUI
13328408,MALAWA,13,KITUI
13328409,ILALU,13,KITUI
13328410,KATHAALANI,13,KITUI
13328411,MANGUU,13,KITUI
13328412,NDUNGUNI,13,KITUI
13328413,MUTAIRU,13,KITUI
13328414,NZAINI,13,KITUI
13331201,KAUWI,13,KITUI
13331202,KYONDONI,13,KITUI
13331203,KATHEKA,13,KITUI
13331204,MUTINI,13,KITUI
13331205,KALINDITI,13,KITUI
13331206,KWA-NYINGI,13,KITUI
13331207,MANG'ELU,13,KITUI
13331208,KISEVENI,13,KITUI
13331209,KALUNI,13,KITUI
13331210,ST MARKS MAKUTANO,13,KITUI
13331211,KABATI VICTORY ACADEMY,13,KITUI
13331212,BISHOP DUNNE ACADEMY,13,KITUI
13331213,TULIA,13,KITUI
13331214,MUTONGUNI,13,KITUI
13331215,NZINIA,13,KITUI
13331216,KIATINE,13,KITUI
13331217,KITUNDUMO,13,KITUI
13331218,IIANI,13,KITUI
13331219,UTOO,13,KITUI
13331220,KANGII,13,KITUI
13331221,KITAMWIKI,13,KITUI
13331222,KIAMANI,13,KITUI
13331223,NGONGU,13,KITUI
13331224,KAVONGE,13,KITUI
13331225,KUTHA,13,KITUI
13331226,KYAMUTIMBA,13,KITUI
13331227,NYUANI,13,KITUI
13331228,MWANGYA,13,KITUI
13331229,KIVULU,13,KITUI
13331230,MISYINI,13,KITUI
13331231,UKUNI,13,KITUI
13331232,KAKEANI,13,KITUI
13331233,MBUINI,13,KITUI
13331234,MUSENGO,13,KITUI
13331235,MUTHALE,13,KITUI
13331236,KANGONDI,13,KITUI
13331237,USIANI,13,KITUI
13331238,KAKUMUTI,13,KITUI
13331239,YALATANI,13,KITUI
13331240,KAVALO,13,KITUI
13331241,KIUKUNI,13,KITUI
13331242,UVAANI,13,KITUI
13331243,KATHUMULA,13,KITUI
13331244,NGESU,13,KITUI
13331245,KAKULUNGA,13,KITUI
13331246,KYAMBIWA,13,KITUI
13331247,MUTULU,13,KITUI
13331248,NGUUNI,13,KITUI
13331249,KAUMONI,13,KITUI
13331250,KWANDONDO,13,KITUI
13331251,MWATUNI,13,KITUI
13331252,KAVUTI,13,KITUI
13331253,KATUTU,13,KITUI
13331254,KANGUNGI,13,KITUI
13331255,MUTANDA,13,KITUI
13331256,KWA MWAMBI,13,KITUI
13331257,EMIVIA,13,KITUI
13331258,KIVANI,13,KITUI
13331259,MIWONGONI,13,KITUI
13331260,KATHIANI,13,KITUI
13331261,KYENGE,13,KITUI
13331262,KATAA,13,KITUI
13331263,KAVOO,13,KITUI
13331264,KASUE,13,KITUI
13331265,NGENGEKANI,13,KITUI
13331266,SANGALA,13,KITUI
13331267,KOMU,13,KITUI
13331268,MATINGA,13,KITUI
13331269,KASAKINI,13,KITUI
13331270,SYOMUTWA BETHEL ACADEMY,13,KITUI
13331271,KIATINE NAZARENE ACADEMY,13,KITUI
13332101,MUTITO,13,KITUI
13332102,KILIKU,13,KITUI
13332103,MIKUYUNI,13,KITUI
13332104,YOONYE,13,KITUI
13332105,KAWALA,13,KITUI
13332106,MANYOENI,13,KITUI
13332107,ITIKO,13,KITUI
13332108,KWA-TUNDU,13,KITUI
13332109,UWU,13,KITUI
13332110,KAAYO,13,KITUI
13332111,SYOMBANDU,13,KITUI
13332112,KAKAME,13,KITUI
13332113,MUSUKINI,13,KITUI
13332114,IMUATINE,13,KITUI
13332115,KITAKANI,13,KITUI
13332116,KILANGA,13,KITUI
13332117,KITIVU,13,KITUI
13332118,MATIA,13,KITUI
13332119,YULAMBU,13,KITUI
13332120,MASASINI,13,KITUI
13332121,ITANGANI,13,KITUI
13332122,KIVAKI,13,KITUI
13332123,KWA MAILU,13,KITUI
13332124,GERAR SPRINGS EDUCATION CENTRE,13,KITUI
13332126,THE ARK ACADEMY,13,KITUI
13332128,ZOMBE,13,KITUI
13332129,KABATI,13,KITUI
13332130,NGUNGI,13,KITUI
13332131,KAUMU,13,KITUI
13332132,ITHANGATHI,13,KITUI
13332133,KAWEA,13,KITUI
13332134,MALATANI,13,KITUI
13332135,KATHANDE,13,KITUI
13332136,KASUNGUNI,13,KITUI
13332137,KANGULI,13,KITUI
13332138,KAVAANI,13,KITUI
13332139,NZILANI,13,KITUI
13332140,THUA,13,KITUI
13332141,MUSYIMI ACADEMY,13,KITUI
13332201,MWITIKA,13,KITUI
13332202,MAKONGO,13,KITUI
13332203,KYAMATU,13,KITUI
13332204,MUTHUNGUE,13,KITUI
13332205,KAMWIU,13,KITUI
13332206,KYUKUNI,13,KITUI
13332207,MASIKALINI,13,KITUI
13332208,NDULIKYE,13,KITUI
13332209,IKYATINE,13,KITUI
13332210,KALALANI,13,KITUI
13332211,NDITIME,13,KITUI
13332212,NGELANI,13,KITUI
13332213,KIKUU,13,KITUI
13332214,NGAAKA YAKWA,13,KITUI
13332215,KALINGA,13,KITUI
13332217,KYULULU,13,KITUI
13332218,KATIKONI,13,KITUI
13332220,NZOKOONI,13,KITUI
13332221,KYANGENI,13,KITUI
13332222,INYOKONI,13,KITUI
13332223,MATUNDU,13,KITUI
13332224,KALULI,13,KITUI
13332225,ENDAU,13,KITUI
13332226,MAKUKA,13,KITUI
13332227,KATUMBI,13,KITUI
13332228,IKISAYA,13,KITUI
13332229,TWAMBUI,13,KITUI
13332230,YIUKU,13,KITUI
13332231,MALALANI,13,KITUI
13332232,KATHUA,13,KITUI
13332233,KALUNGU,13,KITUI
13332234,KAUNANGE,13,KITUI
13332235,KINANIE,13,KITUI
13332236,KOI,13,KITUI
13332237,KAMUUSA,13,KITUI
13332238,MAKAYAUNI,13,KITUI
13332239,NDOONI,13,KITUI
