SCHOOL NAME,CODE,ENTRY,ENGLISH,KISWAHILI,K. S. L.,MATHS,SCIENCE,SSTR,MEAN,RANK,NATIONAL,DISTRICT_NAME,School code,county code,county name
MASTER EDUCATION CENTRE,203433,58,78.48,74.7,0.0,71.32,67.18,67.2,358.88,8,199,KIRINYAGA CENTRAL,9203433,9,KIRINYAGA
MASUBETI,522510,101,44.36,36.35,0.0,54.34,46.48,43.96,225.49,336,15099,BURETI,28522510,28,KERICHO
MASUKANIONI,350249,19,40.31,44.94,0.0,49.26,53.84,46.73,235.08,483,13104,MUMONI,13350249,13,KITUI
MASUMBA,324115,22,51.63,58.27,0.0,55.5,52.4,48.72,266.52,406,6491,NZAUI,18324115,18,MAKUENI
MASUMBI,705218,22,56.09,57.45,0.0,59.59,55.31,56.86,285.3,76,3675,SIAYA,42705218,42,SIAYA
MASUNO R.C,628111,33,48.12,51.84,0.0,55.75,53.93,58.96,268.6,131,6098,BUMULA,36628111,36,BUNGOMA
MASURURA,519211,19,36.31,39.63,0.0,47.52,53.21,54.1,230.77,282,14045,TRANSMARA WEST,32519211,32,NAROK
MASYUNGWA,352301,25,48.88,50.56,0.0,46.68,48.44,49.04,243.6,386,11294,TSEIKURU,13352301,13,KITUI
MATA,113104,30,33.3,45.46,0.0,49.66,38.8,38.6,205.82,140,18363,TAVETA,1113104,1,TAITA TAVETA
MATA ARBA,306308,15,34.86,33.8,0.0,41.8,43.73,52.06,206.25,48,18313,ISIOLO,17356108,17,ISIOLO
MATAARA,236201,54,42.14,46.24,0.0,42.51,43.44,40.01,214.34,555,17115,GATUNDU NORTH,11236201,11,KIAMBU
MATAGALU,604201,31,45.87,49.25,0.0,44.83,45.32,40.64,225.91,309,15018,VIHIGA,38604201,38,VIHIGA
MATAGARI,322108,15,47.33,51.06,0.0,51.33,56.33,55.2,261.25,19,7518,GARBATULA,17322108,17,ISIOLO
MATAGARO,711129,21,57.09,55.09,0.0,53.52,53.76,53.76,273.22,123,5326,GUCHA,40711129,40,KISII
MATAGARO,711129,21,57.09,55.09,0.0,53.52,53.76,53.76,273.22,123,5326,GUCHA,44717113,44,MIGORI
MATAGARO,717113,81,44.38,31.64,0.0,41.17,42.5,42.96,202.65,527,18782,RONGO,40711129,40,KISII
MATAGARO,717113,81,44.38,31.64,0.0,41.17,42.5,42.96,202.65,527,18782,RONGO,44717113,44,MIGORI
MATAGATANI,313226,12,50.33,51.41,0.0,58.25,58.75,53.08,271.82,79,5546,THARAKA SOUTH,19313226,19,THARAKANITHI
MATAIMA,508256,16,35.43,30.68,0.0,49.93,41.62,41.37,199.03,494,19172,BOMET,25508256,25,BOMET
MATAKA,328302,24,44.45,39.79,0.0,41.7,49.12,53.08,228.14,556,14587,KYUSO,13328302,13,KITUI
MATAKIRI,313136,10,44.0,44.0,0.0,45.7,54.7,49.6,238.0,185,12488,THARAKA SOUTH,19313136,19,THARAKANITHI
MATAMBACH,542123,22,47.54,46.45,0.0,54.31,55.72,51.09,255.11,390,8808,TINDERET,29542123,29,NANDI
MATANDARA,227114,26,48.65,51.57,0.0,44.61,49.07,45.3,239.2,259,12236,KIGUMO,10227114,10,MURANG'A
MATANGAMANO D.E.B,719124,21,49.66,43.0,0.0,57.71,57.76,55.09,263.22,159,7139,SOUTH GUCHA,40719124,40,KISII
MATANGENI,112305,37,39.81,46.91,0.0,49.1,50.72,49.1,235.64,27,12990,TANA DELTA,5112305,5,TANA RIVER
MATANGI,307303,14,44.92,49.35,0.0,44.0,49.07,48.5,235.84,726,12947,MAKUENI,18307303,18,MAKUENI
MATANGI,307303,14,44.92,49.35,0.0,44.0,49.07,48.5,235.84,726,12947,MAKUENI,43715151,43,NYAMIRA
MATANGI,715151,22,42.27,44.63,0.0,46.0,46.4,41.95,221.25,272,15922,MASABA NORTH,18307303,18,MAKUENI
MATANGI,715151,22,42.27,44.63,0.0,46.0,46.4,41.95,221.25,272,15922,MASABA NORTH,43715151,43,NYAMIRA
MATANGINI,315118,27,47.51,48.81,0.0,53.48,53.66,48.03,251.49,396,9594,YATTA,12315118,12,MACHAKOS
MATANGINI,315118,27,47.51,48.81,0.0,53.48,53.66,48.03,251.49,396,9594,YATTA,18325136,18,MAKUENI
MATANGINI,325136,17,47.0,42.17,0.0,42.52,41.76,44.41,217.86,822,16516,KIBWEZI,12315118,12,MACHAKOS
MATANGINI,325136,17,47.0,42.17,0.0,42.52,41.76,44.41,217.86,822,16516,KIBWEZI,18325136,18,MAKUENI
MATANGWE,712121,45,46.2,36.28,0.0,53.66,46.06,41.53,223.73,519,15461,BONDO,42712121,42,SIAYA
MATANYA,208239,61,45.67,58.11,0.0,44.75,46.16,45.0,239.69,255,12131,MURANG'A SOUTH,30555103,30,LAIKIPIA
MATANYA,555103,24,44.62,44.45,0.0,40.79,43.58,43.62,217.06,210,16665,LAIKIPIA CENTRAL,30555103,30,LAIKIPIA
MATARAJIO JUNIOR ACADEMY,812106,22,63.04,46.77,0.0,52.81,53.04,60.45,276.11,7,4870,MANDERA NORTH,47812106,47,MANDERA
MATARE,718101,56,41.3,55.76,0.0,47.94,47.67,46.87,239.54,308,12168,KURIA EAST,44718101,44,MIGORI
MATARMAT,508149,22,41.63,40.81,0.0,55.27,52.13,52.13,241.97,313,11635,BOMET,25508149,25,BOMET
MATATHIA,231225,38,47.39,38.52,0.0,44.57,42.02,40.92,213.42,560,17268,LARI,11231225,11,KIAMBU
MATAWA,617210,62,53.01,55.19,0.0,59.8,50.29,50.29,268.58,245,6102,MUMIAS,37617210,37,KAKAMEGA
MATEBEI,562222,8,52.25,54.12,0.0,59.5,55.75,54.25,275.87,176,4917,MOGOTIO,33562222,33,BARINGO
MATECHA,508243,15,32.86,29.4,0.0,39.13,43.46,38.4,183.25,513,20412,BOMET,25508243,25,BOMET
MATEGITHI,544112,15,42.26,50.86,0.0,38.73,46.8,44.4,223.05,196,15602,LAIKIPIA WEST,30544112,30,LAIKIPIA
MATEKA R.C,628110,40,51.95,50.92,0.0,54.9,48.52,49.72,256.01,208,8599,BUMULA,36628110,36,BUNGOMA
MATEKET,528128,33,54.66,61.12,0.0,53.21,60.15,55.03,284.17,66,3813,TRANS NZOIA EAST,23528128,23,TRANSNZOIA
MATEMA,343522,31,45.93,43.54,0.0,47.7,48.03,44.87,230.07,591,14186,MASINGA,12343222,12,MACHAKOS
MATEMA,343522,31,45.93,43.54,0.0,47.7,48.03,44.87,230.07,591,14186,MASINGA,29541250,29,NANDI
MATEMA,541250,15,52.93,66.06,0.0,51.93,54.8,50.6,276.32,211,4835,NANDI EAST,12343222,12,MACHAKOS
MATEMA,541250,15,52.93,66.06,0.0,51.93,54.8,50.6,276.32,211,4835,NANDI EAST,29541250,29,NANDI
MATEMU JUNIOR ACADEMY,546337,15,61.26,58.06,0.0,64.0,60.86,56.53,300.71,33,2408,NAROK SOUTH,32546337,32,NAROK
MATENDE 'K',614512,59,37.15,44.38,0.0,44.13,36.08,38.81,200.55,767,19008,KAKAMEGA NORTH,37614512,37,KAKAMEGA
MATENDE C.G,603014,33,58.6,56.27,0.0,43.06,53.06,52.96,263.95,283,7013,KAKAMEGA CENTRAL,37603014,37,KAKAMEGA
MATEPES,545217,18,59.33,55.22,0.0,58.05,49.61,50.38,272.59,122,5437,LOITOKITOK,31545217,31,KAJIADO
MATERA,705222,20,55.15,48.1,0.0,60.45,62.3,63.7,289.7,59,3246,SIAYA,42705222,42,SIAYA
MATERI GIRLS,313218,17,68.29,56.58,0.0,64.11,57.76,52.82,299.56,31,2487,THARAKA SOUTH,19313218,19,THARAKANITHI
MATETANI,316114,34,46.82,48.2,0.0,48.73,46.0,48.52,238.27,514,12431,KANGUNDO,12316114,12,MACHAKOS
MATETE,614315,32,38.75,45.31,0.0,41.9,43.81,46.81,216.58,716,16752,KAKAMEGA NORTH,37614315,37,KAKAMEGA
MATETU,318220,15,30.66,31.6,0.0,31.53,25.93,22.6,142.32,772,21367,MERU CENTRAL,15318220,15,MERU
MATHA,324311,37,50.54,51.08,0.0,56.48,50.1,54.16,262.36,454,7296,NZAUI,18324311,18,MAKUENI
MATHAI,312113,15,50.06,39.2,0.0,37.2,45.6,45.26,217.32,326,16619,MBEERE NORTH,14312113,14,EMBU
MATHAITHI,217208,72,50.02,43.65,0.0,52.79,45.27,46.0,237.73,292,12550,MATHIRA EAST,8217208,8,NYERI
MATHAKWA,225119,42,40.5,38.9,0.0,38.97,37.42,37.73,193.52,375,19640,MIRANGINE,7225119,7,NYANDARUA
MATHAKWAINI,221109,54,44.87,41.31,0.0,50.4,48.01,45.88,230.47,336,14099,TETU,8221109,8,NYERI
MATHANGATHINI,335314,32,44.65,50.06,0.0,46.78,42.03,45.81,229.33,776,14355,KATHONZWENI,18335314,18,MAKUENI
MATHANGAUTA,224211,50,52.4,53.16,0.0,46.56,55.82,53.72,261.66,162,7439,KIRINYAGA SOUTH,,,
MATHANJA,232208,32,52.87,56.68,0.0,51.93,53.37,50.62,265.47,293,6696,GITHUNGURI,11232208,11,KIAMBU
MATHANJI,544118,9,43.77,52.11,0.0,45.22,48.44,50.0,239.54,137,12171,LAIKIPIA WEST,30544118,30,LAIKIPIA
MATHARE 4A,401196,134,51.17,43.04,0.0,44.94,45.65,48.03,232.83,480,13605,Nairobi,20407023,20,NAIROBI
MATHARE C.E. & D.O,401558,96,48.38,44.01,0.0,41.65,41.26,43.48,218.78,557,16354,Nairobi,20407083,20,NAIROBI
MATHARE COMMUNITY OUTREAC,401406,128,58.74,52.64,0.0,52.35,51.3,53.71,268.74,313,6067,Nairobi,,,
MATHARE NORTH,401144,122,50.09,49.18,0.0,42.47,43.23,44.12,229.09,501,14409,Nairobi,20407013,20,NAIROBI
MATHAREINI,227208,37,47.86,47.0,0.0,42.37,45.54,47.24,230.01,310,14196,KIGUMO,10227208,10,MURANG'A
MATHARI,202112,36,49.5,45.05,0.0,41.13,48.94,46.75,231.37,332,13919,NYERI CENTRAL,8202112,8,NYERI
MATHARI,202112,36,49.5,45.05,0.0,41.13,48.94,46.75,231.37,332,13919,NYERI CENTRAL,20403024,20,NAIROBI
MATHARI,401092,109,41.71,44.5,0.0,34.81,32.71,32.63,186.36,656,20220,Nairobi,8202112,8,NYERI
MATHARI,401092,109,41.71,44.5,0.0,34.81,32.71,32.63,186.36,656,20220,Nairobi,20403024,20,NAIROBI
MATHARITE,204137,24,47.95,45.66,0.0,45.2,47.62,47.62,234.05,288,13339,MURANG'A EAST,10238137,10,MURANG'A
MATHARU,535157,31,41.64,50.8,0.0,42.09,40.7,42.32,217.55,466,16577,WARENG,26535157,26,UASIN GISHU
MATHATANI,330103,24,48.87,52.08,0.0,43.87,42.33,48.41,235.56,539,13005,ATHI RIVER,12330103,12,MACHAKOS
MATHAUTA,343371,19,53.73,51.89,0.0,46.94,48.84,50.26,251.66,393,9558,MASINGA,12343069,12,MACHAKOS
MATHEANI,335107,30,52.56,53.03,0.0,54.3,58.7,53.1,271.69,334,5566,KATHONZWENI,18335107,18,MAKUENI
MATHEMBA,335203,35,52.6,54.22,0.0,55.85,48.08,49.62,260.37,478,7686,KATHONZWENI,18335203,18,MAKUENI
MATHENGE,343510,21,39.23,48.0,0.0,41.23,39.71,41.38,209.55,745,17847,MASINGA,12343210,12,MACHAKOS
MATHENGETA,208217,29,45.2,43.44,0.0,45.24,46.72,42.96,223.56,358,15504,MURANG'A SOUTH,10208217,10,MURANG'A
MATHENGETA,208217,29,45.2,43.44,0.0,45.24,46.72,42.96,223.56,358,15504,MURANG'A SOUTH,12343223,12,MACHAKOS
MATHENGETA,343523,23,42.21,42.13,0.0,38.86,45.52,43.56,212.28,728,17443,MASINGA,10208217,10,MURANG'A
MATHENGETA,343523,23,42.21,42.13,0.0,38.86,45.52,43.56,212.28,728,17443,MASINGA,12343223,12,MACHAKOS
MATHENYA,555304,55,36.89,31.67,0.0,37.29,42.83,34.2,182.88,272,20425,LAIKIPIA CENTRAL,30555304,30,LAIKIPIA
MATHEW MARITIM,551238,28,48.85,42.07,0.0,61.78,62.14,59.96,274.8,120,5071,CHEPALUNGU,25551238,25,BOMET
MATHEW ONDIEK,702124,47,64.53,53.53,0.0,57.7,51.55,52.08,279.39,118,4428,KISUMU MUNICIPALITY,39702124,39,KISUMU
MATHIA,223205,21,53.38,49.9,0.0,52.61,51.28,57.09,264.26,152,6961,KIRINYAGA WEST,9223205,9,KIRINYAGA
MATHIGA,224202,35,43.2,44.45,0.0,49.17,45.6,45.0,227.42,262,14723,KIRINYAGA SOUTH,9224202,9,KIRINYAGA
MATHIGAMERU,341239,16,37.68,41.81,0.0,34.0,41.18,39.12,193.79,399,19615,MBEERE SOUTH,14341239,14,EMBU
MATHINGAU,315253,45,55.24,54.97,0.0,59.31,61.33,53.44,284.29,127,3801,YATTA,12315253,12,MACHAKOS
MATHINGIRA SOLIO RANCH,210234,10,39.8,45.0,0.0,44.7,45.5,41.6,216.6,397,16750,KIENI EAST,8210234,8,NYERI
MATHIRA,544111,18,38.5,38.0,0.0,41.16,45.44,47.33,210.43,229,17728,LAIKIPIA WEST,30544111,30,LAIKIPIA
MATHIWA,725122,38,54.44,51.68,0.0,55.36,56.31,55.71,273.5,138,5278,UGENYA,42725122,42,SIAYA
MATHUKI,338107,37,52.32,55.24,0.0,48.86,62.16,56.59,275.17,115,5021,MWINGI EAST,13338107,13,KITUI
MATHULINI,351103,41,41.31,50.19,0.0,45.24,46.04,41.85,224.63,594,15288,Nzambani,13351103,13,KITUI
MATHUMA,310404,18,42.66,46.61,0.0,46.16,57.27,46.38,239.08,434,12264,MWINGI CENTRAL,13310404,13,KITUI
MATHUNYA,329131,28,33.85,33.82,0.0,35.71,36.46,33.25,173.09,852,20828,KATHIANI,12329131,12,MACHAKOS
MATHUNZINI,339220,33,42.81,50.09,0.0,41.78,52.75,55.33,242.76,395,11456,MWINGI WEST,13339220,13,KITUI
MATIA,332118,28,30.42,30.96,0.0,33.07,32.25,26.78,153.48,977,21265,MUTITO,13332118,13,KITUI
MATIANDUI,309303,16,40.0,49.68,0.0,41.93,33.25,44.0,208.86,546,17951,IGEMBE SOUTH,15309303,15,MERU
MATIANI,347106,33,49.72,55.6,0.0,48.6,51.21,55.69,260.82,470,7608,MUKAA,18347106,18,MAKUENI
MATIBO,735114,28,29.42,31.17,0.0,34.64,28.85,32.28,156.36,882,21232,NORTH MASABA,36626118,36,BUNGOMA
MATIBO,735114,28,29.42,31.17,0.0,34.64,28.85,32.28,156.36,882,21232,NORTH MASABA,40735114,40,KISII
MATIBO R.C,626118,29,46.34,42.82,0.0,50.13,44.41,46.72,230.42,447,14112,BUNGOMA WEST,,,
MATIEKO COMPLEX,703252,10,46.8,57.8,0.0,47.2,44.4,44.6,240.8,291,11878,KISII CENTRAL,,,
MATIEKO D.O.K,703206,57,38.49,42.49,0.0,37.63,42.0,37.78,198.39,669,19243,KISII CENTRAL,40703206,40,KISII
MATIERIO,706103,22,37.72,34.95,0.0,38.9,37.36,40.5,189.43,417,19981,NYAMIRA,43706103,43,NYAMIRA
MATIERIO,706103,22,37.72,34.95,0.0,38.9,37.36,40.5,189.43,417,19981,NYAMIRA,43728128,43,NYAMIRA
MATIERIO,728128,17,38.82,50.0,0.0,43.17,44.52,42.23,218.74,286,16360,NYAMIRA NORTH,43706103,43,NYAMIRA
MATIERIO,728128,17,38.82,50.0,0.0,43.17,44.52,42.23,218.74,286,16360,NYAMIRA NORTH,43728128,43,NYAMIRA
MATIERIO ALSTE'S ACADEMY,732175,9,49.44,46.22,0.0,54.44,47.66,45.44,243.2,275,11370,NYAMACHE,,,
MATIKONI,317219,27,46.29,56.33,0.0,46.7,53.85,53.37,256.54,252,8474,MUTOMO,13357119,13,KITUI
MATIKU,324213,38,46.05,49.63,0.0,54.71,47.52,54.13,252.04,584,9471,NZAUI,18324213,18,MAKUENI
MATILI F.Y.M,621130,76,44.73,46.73,0.0,45.21,48.65,55.25,240.57,338,11932,KIMILILI,36621130,36,BUNGOMA
MATILI R.C.,621131,35,48.17,58.34,0.0,48.02,50.68,45.77,250.98,248,9722,KIMILILI,36621131,36,BUNGOMA
MATILIKU,324313,32,60.15,60.43,0.0,61.5,62.06,60.37,304.51,66,2154,NZAUI,18324313,18,MAKUENI
MATIMBEI,231103,28,47.25,53.92,0.0,54.32,55.67,54.6,265.76,291,6648,LARI,11231103,11,KIAMBU
MATINDINI,307234,19,50.1,47.78,0.0,61.36,50.47,59.47,269.18,370,5994,MAKUENI,18307234,18,MAKUENI
MATINDIRI,225105,26,40.69,49.26,0.0,41.26,42.53,46.5,220.24,283,16098,MIRANGINE,7225105,7,NYANDARUA
MATINGA,325204,14,54.35,50.0,0.0,50.92,58.92,54.71,268.9,373,6042,KIBWEZI,13331268,13,KITUI
MATINGA,325204,14,54.35,50.0,0.0,50.92,58.92,54.71,268.9,373,6042,KIBWEZI,18325204,18,MAKUENI
MATINGA,331268,15,24.06,19.46,0.0,36.8,23.93,20.53,124.78,989,21425,KITUI WEST,13331268,13,KITUI
MATINGA,331268,15,24.06,19.46,0.0,36.8,23.93,20.53,124.78,989,21425,KITUI WEST,18325204,18,MAKUENI
MATINYANI A.I.C,331101,38,48.0,56.0,0.0,45.97,48.26,55.28,253.51,292,9147,KITUI WEST,13360101,13,KITUI
MATINYANI D.EB,331103,55,62.96,66.01,0.0,55.76,58.83,59.94,303.5,41,2209,KITUI WEST,13360103,13,KITUI
MATIOLI,603135,34,45.08,46.64,0.0,42.2,43.97,40.7,218.59,708,16384,KAKAMEGA CENTRAL,37603135,37,KAKAMEGA
MATIOLI 'K',614108,48,43.06,44.79,0.0,44.35,48.0,46.6,226.8,651,14869,KAKAMEGA NORTH,37614108,37,KAKAMEGA
MATIRA,520205,24,52.91,46.16,0.0,60.2,57.95,57.25,274.47,125,5121,MARAKWET WEST,34520205,34,ELGEYO MARAKWET
MATIRAINI,219117,29,44.34,42.48,0.0,47.55,44.89,43.17,222.43,373,15698,MUKURWEINI,8219117,8,NYERI
MATIRAINI,219117,29,44.34,42.48,0.0,47.55,44.89,43.17,222.43,373,15698,MUKURWEINI,10226177,10,MURANG'A
MATIRAINI,226177,33,44.57,43.15,0.0,40.39,46.75,43.48,218.34,391,16419,KANDARA,8219117,8,NYERI
MATIRAINI,226177,33,44.57,43.15,0.0,40.39,46.75,43.48,218.34,391,16419,KANDARA,10226177,10,MURANG'A
MATIRI,313202,65,58.56,51.49,0.0,60.52,58.07,57.01,285.65,50,3627,THARAKA SOUTH,19313202,19,THARAKANITHI
MATIRINE,337107,31,34.19,38.67,0.0,32.29,33.51,34.67,173.33,711,20821,IGEMBE NORTH,15337107,15,MERU
MATISI,503130,101,49.3,57.3,0.0,45.7,47.22,48.75,248.27,208,10337,TRANS NZOIA WEST,23503130,23,TRANSNZOIA
MATISI,503130,101,49.3,57.3,0.0,45.7,47.22,48.75,248.27,208,10337,TRANS NZOIA WEST,37631205,37,KAKAMEGA
MATISI,607305,60,53.26,49.96,0.0,52.05,47.2,51.05,253.52,389,9144,LUGARI,23503130,23,TRANSNZOIA
MATISI,607305,60,53.26,49.96,0.0,52.05,47.2,51.05,253.52,389,9144,LUGARI,37631205,37,KAKAMEGA
MATISI P.A.G,611272,41,48.53,55.58,0.0,49.78,48.8,49.78,252.47,238,9382,BUNGOMA NORTH,36611272,36,BUNGOMA
MATISI S.A,613133,55,45.32,47.58,0.0,56.23,53.0,56.45,258.58,193,8044,BUNGOMA EAST,36613133,36,BUNGOMA
MATITHI,204239,25,41.52,41.2,0.0,42.72,45.08,48.64,219.16,384,16288,MURANG'A EAST,10204305,10,MURANG'A
MATITHINI,323206,19,55.78,55.57,0.0,56.26,57.52,53.31,278.44,241,4545,MBOONI WEST,12316126,12,MACHAKOS
MATITHINI,323206,19,55.78,55.57,0.0,56.26,57.52,53.31,278.44,241,4545,MBOONI WEST,12343050,12,MACHAKOS
MATITHINI,323206,19,55.78,55.57,0.0,56.26,57.52,53.31,278.44,241,4545,MBOONI WEST,18323206,18,MAKUENI
MATITHINI,343394,14,41.28,50.28,0.0,46.35,57.28,56.21,251.4,399,9611,MASINGA,12316126,12,MACHAKOS
MATITHINI,343394,14,41.28,50.28,0.0,46.35,57.28,56.21,251.4,399,9611,MASINGA,12343050,12,MACHAKOS
MATITHINI,343394,14,41.28,50.28,0.0,46.35,57.28,56.21,251.4,399,9611,MASINGA,18323206,18,MAKUENI
MATOBO,512142,105,39.5,44.4,0.0,34.2,34.21,36.23,188.54,464,20052,KERICHO,28512142,28,KERICHO
MATONDONI,104103,21,33.71,46.09,0.0,40.76,44.76,52.57,217.89,40,16511,LAMU WEST,6104103,6,LAMU
MATONDONI,104103,21,33.71,46.09,0.0,40.76,44.76,52.57,217.89,40,16511,LAMU WEST,18323121,18,MAKUENI
MATONDONI,323121,25,34.08,40.88,0.0,38.08,40.68,39.0,192.72,860,19713,MBOONI WEST,6104103,6,LAMU
MATONDONI,323121,25,34.08,40.88,0.0,38.08,40.68,39.0,192.72,860,19713,MBOONI WEST,18323121,18,MAKUENI
MATONGO,716111,37,39.45,45.56,0.0,32.83,31.45,31.94,181.23,793,20514,KISII SOUTH,40716111,40,KISII
MATONGO,716111,37,39.45,45.56,0.0,32.83,31.45,31.94,181.23,793,20514,KISII SOUTH,43728245,43,NYAMIRA
MATONGO,728245,48,37.29,39.35,0.0,40.39,36.37,32.52,185.92,431,20245,NYAMIRA NORTH,40716111,40,KISII
MATONGO,728245,48,37.29,39.35,0.0,40.39,36.37,32.52,185.92,431,20245,NYAMIRA NORTH,43728245,43,NYAMIRA
MATONGU,204254,31,37.74,39.77,0.0,42.22,38.9,43.19,201.82,490,18872,MURANG'A EAST,10204410,10,MURANG'A
MATOONI,324232,25,57.12,52.68,0.0,57.04,51.08,49.48,267.4,394,6343,NZAUI,13328117,13,KITUI
MATOONI,324232,25,57.12,52.68,0.0,57.04,51.08,49.48,267.4,394,6343,NZAUI,18324232,18,MAKUENI
MATOONI,328117,45,43.68,47.35,0.0,43.37,44.15,43.75,222.3,619,15723,KYUSO,13328117,13,KITUI
MATOONI,328117,45,43.68,47.35,0.0,43.37,44.15,43.75,222.3,619,15723,KYUSO,18324232,18,MAKUENI
MATOPENI,235114,96,54.64,50.09,0.0,43.16,47.8,46.46,242.15,383,11605,RUIRU,11235114,11,KIAMBU
MATSAKHA,614316,36,46.8,56.77,0.0,43.86,42.63,47.97,238.03,553,12477,KAKAMEGA NORTH,37614316,37,KAKAMEGA
MATSANGONI,102109,64,46.04,50.78,0.0,47.89,53.03,52.82,250.56,129,9813,KILIFI,4102109,4,KILIFI
MATSANGONI ACADEMY,102141,17,42.11,50.05,0.0,40.35,44.0,38.94,215.45,265,16943,KILIFI,,,
MATSIGULU,604217,42,51.11,49.47,0.0,48.52,47.9,47.61,244.61,230,11099,VIHIGA,38604217,38,VIHIGA
MATU,227113,49,55.51,51.63,0.0,52.61,54.28,54.22,268.25,127,6168,KIGUMO,10227113,10,MURANG'A
MATU,227113,49,55.51,51.63,0.0,52.61,54.28,54.22,268.25,127,6168,KIGUMO,13344143,13,KITUI
MATU,344143,26,39.26,41.96,0.0,43.88,43.57,39.07,207.74,768,18105,LOWER YATTA,10227113,10,MURANG'A
MATU,344143,26,39.26,41.96,0.0,43.88,43.57,39.07,207.74,768,18105,LOWER YATTA,13344143,13,KITUI
MATUA,317128,23,54.56,52.39,0.0,53.52,47.21,45.04,252.72,296,9330,MUTOMO,13317128,13,KITUI
MATUA,317128,23,54.56,52.39,0.0,53.52,47.21,45.04,252.72,296,9330,MUTOMO,18336122,18,MAKUENI
MATUA,336122,24,44.0,40.41,0.0,42.12,40.25,41.08,207.86,846,18091,KILUNGU,13317128,13,KITUI
MATUA,336122,24,44.0,40.41,0.0,42.12,40.25,41.08,207.86,846,18091,KILUNGU,18336122,18,MAKUENI
MATUGA,105110,39,41.64,52.58,0.0,43.61,42.92,46.97,227.72,131,14655,KWALE,2105110,2,KWALE
MATUGUTA,232206,76,51.92,49.51,0.0,45.35,46.8,47.19,240.77,390,11886,GITHUNGURI,11232206,11,KIAMBU
MATUIKU,201156,15,52.26,44.66,0.0,42.66,47.66,53.6,240.84,196,11873,Nyandarua North,7201156,7,NYANDARUA
MATUIKU,201156,15,52.26,44.66,0.0,42.66,47.66,53.6,240.84,196,11873,Nyandarua North,27552204,27,NAKURU
MATUIKU,552204,36,44.66,50.58,0.0,48.52,45.44,44.44,233.64,397,13450,RONGAI,7201156,7,NYANDARUA
MATUIKU,552204,36,44.66,50.58,0.0,48.52,45.44,44.44,233.64,397,13450,RONGAI,27552204,27,NAKURU
MATULANI,314157,32,51.15,49.0,0.0,53.71,53.56,54.59,262.01,289,7365,MWALA,12314157,12,MACHAKOS
MATULANI,314157,32,51.15,49.0,0.0,53.71,53.56,54.59,262.01,289,7365,MWALA,13338321,13,KITUI
MATULANI,314157,32,51.15,49.0,0.0,53.71,53.56,54.59,262.01,289,7365,MWALA,13344110,13,KITUI
MATULANI,314157,32,51.15,49.0,0.0,53.71,53.56,54.59,262.01,289,7365,MWALA,18325172,18,MAKUENI
MATULANI,314157,32,51.15,49.0,0.0,53.71,53.56,54.59,262.01,289,7365,MWALA,18335310,18,MAKUENI
MATULANI,325172,15,52.06,55.4,0.0,48.8,47.0,51.86,255.12,541,8805,KIBWEZI,12314157,12,MACHAKOS
MATULANI,325172,15,52.06,55.4,0.0,48.8,47.0,51.86,255.12,541,8805,KIBWEZI,13338321,13,KITUI
MATULANI,325172,15,52.06,55.4,0.0,48.8,47.0,51.86,255.12,541,8805,KIBWEZI,13344110,13,KITUI
MATULANI,325172,15,52.06,55.4,0.0,48.8,47.0,51.86,255.12,541,8805,KIBWEZI,18325172,18,MAKUENI
MATULANI,325172,15,52.06,55.4,0.0,48.8,47.0,51.86,255.12,541,8805,KIBWEZI,18335310,18,MAKUENI
MATULANI,335310,52,50.46,44.44,0.0,50.69,52.42,50.57,248.58,624,10268,KATHONZWENI,12314157,12,MACHAKOS
MATULANI,335310,52,50.46,44.44,0.0,50.69,52.42,50.57,248.58,624,10268,KATHONZWENI,13338321,13,KITUI
MATULANI,335310,52,50.46,44.44,0.0,50.69,52.42,50.57,248.58,624,10268,KATHONZWENI,13344110,13,KITUI
MATULANI,335310,52,50.46,44.44,0.0,50.69,52.42,50.57,248.58,624,10268,KATHONZWENI,18325172,18,MAKUENI
MATULANI,335310,52,50.46,44.44,0.0,50.69,52.42,50.57,248.58,624,10268,KATHONZWENI,18335310,18,MAKUENI
MATULANI,338321,15,33.0,47.46,0.0,34.66,38.8,36.46,190.38,890,19909,MWINGI EAST,12314157,12,MACHAKOS
MATULANI,338321,15,33.0,47.46,0.0,34.66,38.8,36.46,190.38,890,19909,MWINGI EAST,13338321,13,KITUI
MATULANI,338321,15,33.0,47.46,0.0,34.66,38.8,36.46,190.38,890,19909,MWINGI EAST,13344110,13,KITUI
MATULANI,338321,15,33.0,47.46,0.0,34.66,38.8,36.46,190.38,890,19909,MWINGI EAST,18325172,18,MAKUENI
MATULANI,338321,15,33.0,47.46,0.0,34.66,38.8,36.46,190.38,890,19909,MWINGI EAST,18335310,18,MAKUENI
MATULANI,344110,40,50.3,51.05,0.0,55.1,55.45,52.7,264.6,178,6869,LOWER YATTA,12314157,12,MACHAKOS
MATULANI,344110,40,50.3,51.05,0.0,55.1,55.45,52.7,264.6,178,6869,LOWER YATTA,13338321,13,KITUI
MATULANI,344110,40,50.3,51.05,0.0,55.1,55.45,52.7,264.6,178,6869,LOWER YATTA,13344110,13,KITUI
MATULANI,344110,40,50.3,51.05,0.0,55.1,55.45,52.7,264.6,178,6869,LOWER YATTA,18325172,18,MAKUENI
